# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	22941	23126	-							B2K_RS00120	186		old_locus_tag=B2K_00090
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	22941	23126	-	WP_013913839.1	WP_013913839.1		hypothetical protein			B2K_RS00120	186	61	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	23265	25595	-							B2K_RS00125	2331		old_locus_tag=B2K_00095
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	23265	25595	-	WP_014648962.1	WP_014648962.1		AAA family ATPase			B2K_RS00125	2331	776	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	25752	26495	+					map		B2K_RS00130	744		old_locus_tag=B2K_00100
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	25752	26495	+	WP_014648963.1	WP_014648963.1		type I methionyl aminopeptidase	map		B2K_RS00130	744	247	
gene	tRNA	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	26718	26793	-							B2K_RS00135	76		old_locus_tag=B2K_t37768
tRNA		GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	26718	26793	-				tRNA-Arg			B2K_RS00135	76		anticodon=CCT
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27013	27501	+							B2K_RS00140	489		old_locus_tag=B2K_00105
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27013	27501	+	WP_014648964.1	WP_014648964.1		sigma-70 family RNA polymerase sigma factor			B2K_RS00140	489	162	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27498	27998	+							B2K_RS00145	501		old_locus_tag=B2K_00110
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27498	27998	+	WP_016362213.1	WP_016362213.1		hypothetical protein			B2K_RS00145	501	166	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27995	29158	+							B2K_RS00150	1164		old_locus_tag=B2K_00115
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	27995	29158	+	WP_014648966.1	WP_014648966.1		hypothetical protein			B2K_RS00150	1164	387	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	29318	29923	+							B2K_RS00155	606		old_locus_tag=B2K_00120
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	29318	29923	+	WP_013913847.1	WP_013913847.1		DedA family protein			B2K_RS00155	606	201	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	29986	30465	-					tadA		B2K_RS00160	480		old_locus_tag=B2K_00125
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	29986	30465	-	WP_014648967.1	WP_014648967.1		tRNA adenosine(34) deaminase TadA	tadA		B2K_RS00160	480	159	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	31006	31716	+							B2K_RS00165	711		old_locus_tag=B2K_00130
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	31006	31716	+	WP_014648968.1	WP_014648968.1		PilZ domain-containing protein			B2K_RS00165	711	236	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	31845	32570	+							B2K_RS00170	726		old_locus_tag=B2K_00135
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	31845	32570	+	WP_014648969.1	WP_014648969.1		N-acetylmuramoyl-L-alanine amidase			B2K_RS00170	726	241	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	32751	33851	+					ychF		B2K_RS00175	1101		old_locus_tag=B2K_00140
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	32751	33851	+	WP_013913851.1	WP_013913851.1		redox-regulated ATPase YchF	ychF		B2K_RS00175	1101	366	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	34001	35080	+					prfA		B2K_RS00180	1080		old_locus_tag=B2K_00145
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	34001	35080	+	WP_013913852.1	WP_013913852.1		peptide chain release factor 1	prfA		B2K_RS00180	1080	359	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	35073	35981	+					prmC		B2K_RS00185	909		old_locus_tag=B2K_38215
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	35073	35981	+	WP_016362215.1	WP_016362215.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		B2K_RS00185	909	302	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	36146	36895	+					spoIIR		B2K_RS00190	750		old_locus_tag=B2K_00160
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	36146	36895	+	WP_014648970.1	WP_014648970.1		stage II sporulation protein R	spoIIR		B2K_RS00190	750	249	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	36978	38057	+							B2K_RS00195	1080		old_locus_tag=B2K_00165
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	36978	38057	+	WP_014648971.1	WP_014648971.1		threonylcarbamoyl-AMP synthase			B2K_RS00195	1080	359	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	38160	38723	+							B2K_RS00200	564		old_locus_tag=B2K_00170
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	38160	38723	+	WP_014368079.1	WP_014368079.1		manganese efflux pump MntP family protein			B2K_RS00200	564	187	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	38857	39441	+							B2K_RS00205	585		old_locus_tag=B2K_00175
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	38857	39441	+	WP_013913857.1	WP_013913857.1		low molecular weight protein arginine phosphatase			B2K_RS00205	585	194	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	39728	40186	+					rpiB		B2K_RS00210	459		old_locus_tag=B2K_00180
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	39728	40186	+	WP_014648972.1	WP_014648972.1		ribose 5-phosphate isomerase B	rpiB		B2K_RS00210	459	152	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	40228	40845	+							B2K_RS00215	618		old_locus_tag=B2K_00185
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	40228	40845	+	WP_014648973.1	WP_014648973.1		TIGR01440 family protein			B2K_RS00215	618	205	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	40952	42199	+							B2K_RS00220	1248		old_locus_tag=B2K_00190
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	40952	42199	+	WP_014368080.1	WP_014368080.1		serine hydroxymethyltransferase			B2K_RS00220	1248	415	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	42408	43037	+					upp		B2K_RS00225	630		old_locus_tag=B2K_00195
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	42408	43037	+	WP_014648974.1	WP_014648974.1		uracil phosphoribosyltransferase	upp		B2K_RS00225	630	209	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	43073	44215	+					wecB		B2K_RS00230	1143		old_locus_tag=B2K_00200
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	43073	44215	+	WP_014648975.1	WP_014648975.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		B2K_RS00230	1143	380	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	44390	44626	+							B2K_RS00235	237		old_locus_tag=B2K_00205
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	44390	44626	+	WP_014368081.1	WP_014368081.1		AtpZ/AtpI family protein			B2K_RS00235	237	78	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	44619	44987	+							B2K_RS00240	369		old_locus_tag=B2K_00210
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	44619	44987	+	WP_013913864.1	WP_013913864.1		ATP synthase subunit I			B2K_RS00240	369	122	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	45024	45791	+					atpB		B2K_RS00245	768		old_locus_tag=B2K_00215
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	45024	45791	+	WP_013913865.1	WP_013913865.1		F0F1 ATP synthase subunit A	atpB		B2K_RS00245	768	255	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	45891	46121	+					atpE		B2K_RS00250	231		old_locus_tag=B2K_00220
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	45891	46121	+	WP_013913866.1	WP_013913866.1		F0F1 ATP synthase subunit C	atpE		B2K_RS00250	231	76	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	46234	46719	+					atpF		B2K_RS00255	486		old_locus_tag=B2K_00225
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	46234	46719	+	WP_013913867.1	WP_013913867.1		F0F1 ATP synthase subunit B	atpF		B2K_RS00255	486	161	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	46716	47267	+							B2K_RS00260	552		old_locus_tag=B2K_00230
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	46716	47267	+	WP_013913868.1	WP_013913868.1		F0F1 ATP synthase subunit delta			B2K_RS00260	552	183	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	47284	48798	+					atpA		B2K_RS00265	1515		old_locus_tag=B2K_00235
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	47284	48798	+	WP_013913869.1	WP_013913869.1		F0F1 ATP synthase subunit alpha	atpA		B2K_RS00265	1515	504	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	48895	49752	+							B2K_RS00270	858		old_locus_tag=B2K_00240
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	48895	49752	+	WP_013913870.1	WP_013913870.1		F0F1 ATP synthase subunit gamma			B2K_RS00270	858	285	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	49909	51315	+					atpD		B2K_RS00275	1407		old_locus_tag=B2K_00245
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	49909	51315	+	WP_013913871.1	WP_013913871.1		F0F1 ATP synthase subunit beta	atpD		B2K_RS00275	1407	468	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	51436	51837	+							B2K_RS00280	402		old_locus_tag=B2K_00250
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	51436	51837	+	WP_014648978.1	WP_014648978.1		F0F1 ATP synthase subunit epsilon			B2K_RS00280	402	133	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	52234	52599	+							B2K_RS00285	366		old_locus_tag=B2K_00255
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	52234	52599	+	WP_013913873.1	WP_013913873.1		NADH-quinone oxidoreductase subunit A			B2K_RS00285	366	121	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	52584	53102	+							B2K_RS00290	519		old_locus_tag=B2K_00260
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	52584	53102	+	WP_013913874.1	WP_013913874.1		NADH-quinone oxidoreductase subunit B			B2K_RS00290	519	172	
gene	pseudogene	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	53654	54256	+							B2K_RS38960	603		partial;pseudo
CDS	without_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	53654	54256	+				NADH-quinone oxidoreductase subunit C			B2K_RS38960	603		partial;pseudo
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	54263	55366	+							B2K_RS00300	1104		old_locus_tag=B2K_00270
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	54263	55366	+	WP_013913876.1	WP_013913876.1		NADH-quinone oxidoreductase subunit D			B2K_RS00300	1104	367	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	55363	56373	+					nuoH		B2K_RS00305	1011		old_locus_tag=B2K_38220
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	55363	56373	+	WP_187298020.1	WP_187298020.1		NADH-quinone oxidoreductase subunit NuoH	nuoH		B2K_RS00305	1011	336	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	56423	56866	+					nuoI		B2K_RS00310	444		old_locus_tag=B2K_00285
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	56423	56866	+	WP_014648981.1	WP_014648981.1		NADH-quinone oxidoreductase subunit NuoI	nuoI		B2K_RS00310	444	147	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	56867	57394	+							B2K_RS00315	528		old_locus_tag=B2K_00290
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	56867	57394	+	WP_013913879.1	WP_013913879.1		NADH-quinone oxidoreductase subunit J			B2K_RS00315	528	175	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	57400	57717	+					nuoK		B2K_RS00320	318		old_locus_tag=B2K_00295
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	57400	57717	+	WP_013913880.1	WP_013913880.1		NADH-quinone oxidoreductase subunit NuoK	nuoK		B2K_RS00320	318	105	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	57776	59668	+					nuoL		B2K_RS00325	1893		old_locus_tag=B2K_00300
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	57776	59668	+	WP_014648982.1	WP_014648982.1		NADH-quinone oxidoreductase subunit L	nuoL		B2K_RS00325	1893	630	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	59658	61283	+							B2K_RS00330	1626		old_locus_tag=B2K_00305
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	59658	61283	+	WP_014648983.1	WP_014648983.1		NADH-quinone oxidoreductase subunit M			B2K_RS00330	1626	541	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	61288	62808	+							B2K_RS00335	1521		old_locus_tag=B2K_00310
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	61288	62808	+	WP_014648984.1	WP_014648984.1		NADH-quinone oxidoreductase subunit N			B2K_RS00335	1521	506	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	62985	63455	-							B2K_RS00340	471		old_locus_tag=B2K_00315
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	62985	63455	-	WP_013913885.1	WP_013913885.1		MarR family transcriptional regulator			B2K_RS00340	471	156	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	63728	66247	+							B2K_RS00345	2520		old_locus_tag=B2K_00325
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	63728	66247	+	WP_041618132.1	WP_041618132.1		S8 family serine peptidase			B2K_RS00345	2520	839	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	66363	66614	+							B2K_RS00350	252		old_locus_tag=B2K_00330
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	66363	66614	+	WP_014648986.1	WP_014648986.1		DUF1146 family protein			B2K_RS00350	252	83	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	66756	68081	+					murA		B2K_RS00355	1326		old_locus_tag=B2K_00335
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	66756	68081	+	WP_014648987.1	WP_014648987.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		B2K_RS00355	1326	441	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	68340	69389	+					spoIID		B2K_RS00360	1050		old_locus_tag=B2K_00340
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	68340	69389	+	WP_014648988.1	WP_014648988.1		stage II sporulation protein D	spoIID		B2K_RS00360	1050	349	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	69458	70180	+							B2K_RS00365	723		old_locus_tag=B2K_00345
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	69458	70180	+	WP_041618133.1	WP_041618133.1		M23 family metallopeptidase			B2K_RS00365	723	240	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	70464	70751	+					spoIIID		B2K_RS00370	288		old_locus_tag=B2K_00350
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	70464	70751	+	WP_013913891.1	WP_013913891.1		sporulation transcriptional regulator SpoIIID	spoIIID		B2K_RS00370	288	95	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	70951	71949	+							B2K_RS00375	999		old_locus_tag=B2K_00355
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	70951	71949	+	WP_013913892.1	WP_013913892.1		rod shape-determining protein			B2K_RS00375	999	332	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	71966	72865	+							B2K_RS00380	900		old_locus_tag=B2K_00360
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	71966	72865	+	WP_013913893.1	WP_013913893.1		flagellar hook-basal body protein			B2K_RS00380	900	299	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	72941	73813	+							B2K_RS00385	873		old_locus_tag=B2K_00365
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	72941	73813	+	WP_013913894.1	WP_013913894.1		flagellar hook-basal body protein			B2K_RS00385	873	290	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	73898	74137	+							B2K_RS00390	240		old_locus_tag=B2K_00370
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	73898	74137	+	WP_014368091.1	WP_014368091.1		DNA-directed RNA polymerase subunit beta			B2K_RS00390	240	79	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	74283	74825	+							B2K_RS00395	543		old_locus_tag=B2K_00375
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	74283	74825	+	WP_014648990.1	WP_014648990.1		CDP-alcohol phosphatidyltransferase family protein			B2K_RS00395	543	180	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	75018	75449	+					fabZ		B2K_RS00400	432		old_locus_tag=B2K_00380
CDS	with_protein	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	75018	75449	+	WP_013913897.1	WP_013913897.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		B2K_RS00400	432	143	
gene	protein_coding	GCF_000258535.2	Primary Assembly	chromosome		NC_017672.3	75511	77220	+							B2K_RS00405	1710		old_locus_tag=B2K_00385
