# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	6633	7487	-							PSTEL_RS00035	855		
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	6633	7487	-	WP_052098086.1	WP_052098086.1		YheC/YheD family protein			PSTEL_RS00035	855	284	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	7796	10327	+					gyrA		PSTEL_RS00040	2532		old_locus_tag=PSTEL_00040
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	7796	10327	+	WP_038692812.1	WP_038692812.1		DNA gyrase subunit A	gyrA		PSTEL_RS00040	2532	843	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	10511	11596	+							PSTEL_RS00045	1086		old_locus_tag=PSTEL_00045
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	10511	11596	+	WP_038692813.1	WP_038692813.1		HD-GYP domain-containing protein			PSTEL_RS00045	1086	361	
gene	rRNA	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	11890	13444	+							PSTEL_RS00050	1555		old_locus_tag=PSTEL_00050
rRNA		GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	11890	13444	+				16S ribosomal RNA			PSTEL_RS00050	1555		
gene	rRNA	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	13796	16847	+							PSTEL_RS00055	3052		old_locus_tag=PSTEL_00055
rRNA		GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	13796	16847	+				23S ribosomal RNA			PSTEL_RS00055	3052		
gene	rRNA	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	17070	17186	+					rrf		PSTEL_RS00060	117		old_locus_tag=PSTEL_00060
rRNA		GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	17070	17186	+				5S ribosomal RNA	rrf		PSTEL_RS00060	117		
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	17429	17842	+							PSTEL_RS00065	414		old_locus_tag=PSTEL_00065
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	17429	17842	+	WP_038692814.1	WP_038692814.1		hypothetical protein			PSTEL_RS00065	414	137	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	18178	18759	-							PSTEL_RS00070	582		old_locus_tag=PSTEL_00070
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	18178	18759	-	WP_038692815.1	WP_038692815.1		hypothetical protein			PSTEL_RS00070	582	193	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	18756	19769	-							PSTEL_RS00075	1014		old_locus_tag=PSTEL_00075
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	18756	19769	-	WP_156995731.1	WP_156995731.1		transposase			PSTEL_RS00075	1014	337	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	19990	21390	+					ltrA		PSTEL_RS00080	1401		old_locus_tag=PSTEL_00080
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	19990	21390	+	WP_038692816.1	WP_038692816.1		group II intron reverse transcriptase/maturase	ltrA		PSTEL_RS00080	1401	466	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	21477	21998	-							PSTEL_RS00085	522		old_locus_tag=PSTEL_00085
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	21477	21998	-	WP_038692817.1	WP_038692817.1		hypothetical protein			PSTEL_RS00085	522	173	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	22169	22360	+							PSTEL_RS00090	192		old_locus_tag=PSTEL_00090
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	22169	22360	+	WP_038692818.1	WP_038692818.1		sigma factor G inhibitor Gin			PSTEL_RS00090	192	63	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	22525	24063	+							PSTEL_RS00095	1539		old_locus_tag=PSTEL_00095
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	22525	24063	+	WP_038692819.1	WP_038692819.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			PSTEL_RS00095	1539	512	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	24158	24799	+					tmk		PSTEL_RS00100	642		old_locus_tag=PSTEL_00100
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	24158	24799	+	WP_038692820.1	WP_038692820.1		dTMP kinase	tmk		PSTEL_RS00100	642	213	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	24877	25206	+							PSTEL_RS00105	330		old_locus_tag=PSTEL_00105
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	24877	25206	+	WP_038692821.1	WP_038692821.1		cyclic-di-AMP receptor			PSTEL_RS00105	330	109	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	25315	25758	+							PSTEL_RS00110	444		old_locus_tag=PSTEL_00110
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	25315	25758	+	WP_038692822.1	WP_038692822.1		YaaR family protein			PSTEL_RS00110	444	147	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	25777	26751	+					holB		PSTEL_RS00115	975		old_locus_tag=PSTEL_00115
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	25777	26751	+	WP_038692823.1	WP_038692823.1		DNA polymerase III subunit delta'	holB		PSTEL_RS00115	975	324	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	26864	27667	+							PSTEL_RS00120	804		old_locus_tag=PSTEL_00120
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	26864	27667	+	WP_038692824.1	WP_038692824.1		stage 0 sporulation family protein			PSTEL_RS00120	804	267	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	27697	28068	+					yabA		PSTEL_RS00125	372		old_locus_tag=PSTEL_00125
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	27697	28068	+	WP_038692825.1	WP_038692825.1		DNA replication initiation control protein YabA	yabA		PSTEL_RS00125	372	123	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	28156	28923	+							PSTEL_RS00130	768		old_locus_tag=PSTEL_00130
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	28156	28923	+	WP_038692826.1	WP_038692826.1		tRNA1(Val) (adenine(37)-N6)-methyltransferase			PSTEL_RS00130	768	255	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	28920	29807	+					rsmI		PSTEL_RS00135	888		old_locus_tag=PSTEL_00135
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	28920	29807	+	WP_038692827.1	WP_038692827.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		PSTEL_RS00135	888	295	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	30578	30832	-							PSTEL_RS00140	255		old_locus_tag=PSTEL_00140
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	30578	30832	-	WP_025332575.1	WP_025332575.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein			PSTEL_RS00140	255	84	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	31136	32425	+							PSTEL_RS00145	1290		old_locus_tag=PSTEL_00145
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	31136	32425	+	WP_038692828.1	WP_038692828.1		HD domain-containing protein			PSTEL_RS00145	1290	429	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	32456	33226	+							PSTEL_RS00150	771		old_locus_tag=PSTEL_00150
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	32456	33226	+	WP_038692829.1	WP_038692829.1		TatD family hydrolase			PSTEL_RS00150	771	256	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	33952	35121	+							PSTEL_RS00155	1170		old_locus_tag=PSTEL_00155
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	33952	35121	+	WP_038692830.1	WP_038692830.1		3D domain-containing protein			PSTEL_RS00155	1170	389	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	35354	35905	+					rnmV		PSTEL_RS00160	552		old_locus_tag=PSTEL_00160
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	35354	35905	+	WP_038692831.1	WP_038692831.1		ribonuclease M5	rnmV		PSTEL_RS00160	552	183	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	35902	36786	+					rsmA		PSTEL_RS00165	885		old_locus_tag=PSTEL_00165
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	35902	36786	+	WP_038692832.1	WP_038692832.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		PSTEL_RS00165	885	294	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	36844	37743	+					yabG		PSTEL_RS00170	900		old_locus_tag=PSTEL_00170
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	36844	37743	+	WP_038692833.1	WP_038692833.1		sporulation peptidase YabG	yabG		PSTEL_RS00170	900	299	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	37882	38157	+							PSTEL_RS00175	276		old_locus_tag=PSTEL_00175
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	37882	38157	+	WP_038692834.1	WP_038692834.1		Veg family protein			PSTEL_RS00175	276	91	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	38439	38594	+							PSTEL_RS00180	156		old_locus_tag=PSTEL_00180
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	38439	38594	+	WP_179944927.1	WP_179944927.1		small, acid-soluble spore protein, alpha/beta type			PSTEL_RS00180	156	51	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	38786	39640	+					ispE		PSTEL_RS00185	855		old_locus_tag=PSTEL_00185
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	38786	39640	+	WP_038699857.1	WP_038699857.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		PSTEL_RS00185	855	284	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	39735	40571	+					purR		PSTEL_RS00190	837		old_locus_tag=PSTEL_00190
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	39735	40571	+	WP_038692836.1	WP_038692836.1		pur operon repressor	purR		PSTEL_RS00190	837	278	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	40749	41033	+					spoVG		PSTEL_RS00195	285		old_locus_tag=PSTEL_00195
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	40749	41033	+	WP_025332586.1	WP_025332586.1		septation regulator SpoVG	spoVG		PSTEL_RS00195	285	94	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	41203	42594	+					glmU		PSTEL_RS00200	1392		old_locus_tag=PSTEL_00200
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	41203	42594	+	WP_169744631.1	WP_169744631.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		PSTEL_RS00200	1392	463	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	42646	43599	+							PSTEL_RS00205	954		old_locus_tag=PSTEL_00205
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	42646	43599	+	WP_038692838.1	WP_038692838.1		ribose-phosphate diphosphokinase			PSTEL_RS00205	954	317	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	43703	43903	-							PSTEL_RS26585	201		
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	43703	43903	-	WP_084064536.1	WP_084064536.1		hypothetical protein			PSTEL_RS26585	201	66	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	43990	44550	+					pth		PSTEL_RS00215	561		old_locus_tag=PSTEL_00215
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	43990	44550	+	WP_038692840.1	WP_038692840.1		aminoacyl-tRNA hydrolase	pth		PSTEL_RS00215	561	186	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	44629	44859	+							PSTEL_RS00220	231		old_locus_tag=PSTEL_00220
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	44629	44859	+	WP_038692841.1	WP_038692841.1		anti-sigma-F factor Fin family protein			PSTEL_RS00220	231	76	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	45105	48629	+					mfd		PSTEL_RS00225	3525		old_locus_tag=PSTEL_00225
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	45105	48629	+	WP_038692842.1	WP_038692842.1		transcription-repair coupling factor	mfd		PSTEL_RS00225	3525	1174	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	48616	49677	+							PSTEL_RS00230	1062		old_locus_tag=PSTEL_00230
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	48616	49677	+	WP_038692843.1	WP_038692843.1		peptidylprolyl isomerase			PSTEL_RS00230	1062	353	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	49890	50432	+					spoVT		PSTEL_RS00235	543		old_locus_tag=PSTEL_00235
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	49890	50432	+	WP_038692844.1	WP_038692844.1		stage V sporulation protein T	spoVT		PSTEL_RS00235	543	180	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	50568	52316	+							PSTEL_RS00240	1749		old_locus_tag=PSTEL_00240
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	50568	52316	+	WP_038692845.1	WP_038692845.1		polysaccharide biosynthesis protein			PSTEL_RS00240	1749	582	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	52398	53894	+					mazG		PSTEL_RS00245	1497		old_locus_tag=PSTEL_00245
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	52398	53894	+	WP_038692846.1	WP_038692846.1		nucleoside triphosphate pyrophosphohydrolase	mazG		PSTEL_RS00245	1497	498	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54092	54364	+							PSTEL_RS00250	273		old_locus_tag=PSTEL_00250
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54092	54364	+	WP_038692847.1	WP_038692847.1		HU family DNA-binding protein			PSTEL_RS00250	273	90	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54364	54642	+							PSTEL_RS00255	279		old_locus_tag=PSTEL_00255
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54364	54642	+	WP_038692848.1	WP_038692848.1		RNA-binding S4 domain-containing protein			PSTEL_RS00255	279	92	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54894	55178	+					yabP		PSTEL_RS00260	285		old_locus_tag=PSTEL_00260
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	54894	55178	+	WP_038692849.1	WP_038692849.1		sporulation protein YabP	yabP		PSTEL_RS00260	285	94	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	55196	55738	+					yabQ		PSTEL_RS00265	543		old_locus_tag=PSTEL_00265
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	55196	55738	+	WP_245625040.1	WP_245625040.1		spore cortex biosynthesis protein YabQ	yabQ		PSTEL_RS00265	543	180	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	55762	56094	+							PSTEL_RS00270	333		old_locus_tag=PSTEL_00270
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	55762	56094	+	WP_038692851.1	WP_038692851.1		septum formation initiator family protein			PSTEL_RS00270	333	110	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	56239	56727	+							PSTEL_RS00275	489		old_locus_tag=PSTEL_00275
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	56239	56727	+	WP_038692852.1	WP_038692852.1		S1 domain-containing RNA-binding protein			PSTEL_RS00275	489	162	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	57218	59725	+					spoIIE		PSTEL_RS00280	2508		old_locus_tag=PSTEL_00280
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	57218	59725	+	WP_038692853.1	WP_038692853.1		stage II sporulation protein E	spoIIE		PSTEL_RS00280	2508	835	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	59827	60567	+							PSTEL_RS00285	741		old_locus_tag=PSTEL_00285
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	59827	60567	+	WP_038692854.1	WP_038692854.1		hypothetical protein			PSTEL_RS00285	741	246	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	60551	61492	+							PSTEL_RS00290	942		old_locus_tag=PSTEL_00290
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	60551	61492	+	WP_038692855.1	WP_038692855.1		serine/threonine protein kinase			PSTEL_RS00290	942	313	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	61596	63026	+					tilS		PSTEL_RS00295	1431		old_locus_tag=PSTEL_00295
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	61596	63026	+	WP_038692856.1	WP_038692856.1		tRNA lysidine(34) synthetase TilS	tilS		PSTEL_RS00295	1431	476	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	63079	63618	+					hpt		PSTEL_RS00300	540		old_locus_tag=PSTEL_00300
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	63079	63618	+	WP_038692857.1	WP_038692857.1		hypoxanthine phosphoribosyltransferase	hpt		PSTEL_RS00300	540	179	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	63731	65785	+					ftsH		PSTEL_RS00305	2055		old_locus_tag=PSTEL_00305
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	63731	65785	+	WP_038692858.1	WP_038692858.1		ATP-dependent zinc metalloprotease FtsH	ftsH		PSTEL_RS00305	2055	684	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	65887	66231	-							PSTEL_RS00310	345		old_locus_tag=PSTEL_00310
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	65887	66231	-	WP_179944912.1	WP_179944912.1		helix-turn-helix transcriptional regulator			PSTEL_RS00310	345	114	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	66406	66960	+							PSTEL_RS00315	555		old_locus_tag=PSTEL_00315
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	66406	66960	+	WP_038692859.1	WP_038692859.1		NAD(P)H-dependent oxidoreductase			PSTEL_RS00315	555	184	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	67012	67731	+							PSTEL_RS00320	720		old_locus_tag=PSTEL_00320
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	67012	67731	+	WP_038692860.1	WP_038692860.1		SDR family oxidoreductase			PSTEL_RS00320	720	239	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	67998	68936	+					nadA		PSTEL_RS00325	939		old_locus_tag=PSTEL_00330
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	67998	68936	+	WP_038692861.1	WP_038692861.1		quinolinate synthase NadA	nadA		PSTEL_RS00325	939	312	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	68978	70594	+					nadB		PSTEL_RS00330	1617		old_locus_tag=PSTEL_00335
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	68978	70594	+	WP_038692862.1	WP_038692862.1		L-aspartate oxidase	nadB		PSTEL_RS00330	1617	538	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	70584	71459	+					nadC		PSTEL_RS00335	876		old_locus_tag=PSTEL_00340
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	70584	71459	+	WP_038692863.1	WP_038692863.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		PSTEL_RS00335	876	291	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	71456	72223	+							PSTEL_RS00340	768		old_locus_tag=PSTEL_00345
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	71456	72223	+	WP_038692864.1	WP_038692864.1		type III pantothenate kinase			PSTEL_RS00340	768	255	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	72267	73148	+					hslO		PSTEL_RS00345	882		old_locus_tag=PSTEL_00350
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	72267	73148	+	WP_038692865.1	WP_038692865.1		Hsp33 family molecular chaperone HslO	hslO		PSTEL_RS00345	882	293	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	73162	74097	+							PSTEL_RS00350	936		old_locus_tag=PSTEL_00355
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	73162	74097	+	WP_038692866.1	WP_038692866.1		peptidylprolyl isomerase			PSTEL_RS00350	936	311	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	74338	75276	+					cysK		PSTEL_RS00355	939		old_locus_tag=PSTEL_00360
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	74338	75276	+	WP_038692867.1	WP_038692867.1		cysteine synthase A	cysK		PSTEL_RS00355	939	312	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	75594	77441	+							PSTEL_RS00360	1848		
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	75594	77441	+	WP_169744514.1	WP_169744514.1		anthranilate synthase component I family protein			PSTEL_RS00360	1848	615	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	77438	78019	+					pabA		PSTEL_RS00365	582		old_locus_tag=PSTEL_00370
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	77438	78019	+	WP_038692868.1	WP_038692868.1		aminodeoxychorismate/anthranilate synthase component II	pabA		PSTEL_RS00365	582	193	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	78016	78900	+							PSTEL_RS00370	885		old_locus_tag=PSTEL_00375
CDS	with_protein	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	78016	78900	+	WP_038692869.1	WP_038692869.1		aminotransferase class IV			PSTEL_RS00370	885	294	
gene	protein_coding	GCF_000758685.1	Primary Assembly	chromosome		NZ_CP009286.1	78897	79739	+					folP		PSTEL_RS00375	843		old_locus_tag=PSTEL_00380
