# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	54668	55249	+	WP_244364687.1	WP_244364687.1		MBL fold metallo-hydrolase			GCU45_RS00080	582	193	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	55271	56227	+							GCU45_RS00085	957		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	55271	56227	+	WP_152397567.1	WP_152397567.1		acyltransferase domain-containing protein			GCU45_RS00085	957	318	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	56543	56932	+							GCU45_RS00090	390		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	56543	56932	+	WP_105442876.1	WP_105442876.1		MerR family transcriptional regulator			GCU45_RS00090	390	129	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	57141	57731	-							GCU45_RS00095	591		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	57141	57731	-	WP_152397568.1	WP_152397568.1		CGNR zinc finger domain-containing protein			GCU45_RS00095	591	196	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	57864	58277	+							GCU45_RS00100	414		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	57864	58277	+	WP_152397569.1	WP_152397569.1		nuclear transport factor 2 family protein			GCU45_RS00100	414	137	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	58352	58729	-							GCU45_RS00105	378		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	58352	58729	-	WP_116230386.1	WP_116230386.1		hypothetical protein			GCU45_RS00105	378	125	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	58936	60729	-					cstA		GCU45_RS00110	1794		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	58936	60729	-	WP_152397570.1	WP_152397570.1		carbon starvation protein CstA	cstA		GCU45_RS00110	1794	597	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	60996	61733	-							GCU45_RS00115	738		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	60996	61733	-	WP_152397571.1	WP_152397571.1		LytTR family transcriptional regulator DNA-binding domain-containing protein			GCU45_RS00115	738	245	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	61726	63498	-							GCU45_RS00120	1773		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	61726	63498	-	WP_152397572.1	WP_152397572.1		sensor histidine kinase			GCU45_RS00120	1773	590	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	64601	66388	+							GCU45_RS00125	1788		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	64601	66388	+	WP_167527034.1	WP_167527034.1		ABC transporter substrate-binding protein			GCU45_RS00125	1788	595	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	66564	67403	+							GCU45_RS00130	840		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	66564	67403	+	WP_152397574.1	WP_152397574.1		AraC family transcriptional regulator			GCU45_RS00130	840	279	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	67656	69629	+							GCU45_RS00135	1974		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	67656	69629	+	WP_152397575.1	WP_152397575.1		ABC transporter substrate-binding protein			GCU45_RS00135	1974	657	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	69669	70670	+							GCU45_RS00140	1002		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	69669	70670	+	WP_076165307.1	WP_076165307.1		ABC transporter permease			GCU45_RS00140	1002	333	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	70674	71528	+							GCU45_RS00145	855		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	70674	71528	+	WP_076165305.1	WP_076165305.1		ABC transporter permease			GCU45_RS00145	855	284	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	71556	72551	+							GCU45_RS00150	996		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	71556	72551	+	WP_208837084.1	WP_208837084.1		ABC transporter ATP-binding protein			GCU45_RS00150	996	331	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	72548	73660	+							GCU45_RS00155	1113		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	72548	73660	+	WP_208837085.1	WP_208837085.1		ABC transporter ATP-binding protein			GCU45_RS00155	1113	370	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	73660	73899	+							GCU45_RS00160	240		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	73660	73899	+	WP_167527035.1	WP_167527035.1		hypothetical protein			GCU45_RS00160	240	79	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	74437	74760	+							GCU45_RS00165	324		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	74437	74760	+	WP_152397578.1	WP_152397578.1		hypothetical protein			GCU45_RS00165	324	107	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	74983	77154	+							GCU45_RS00170	2172		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	74983	77154	+	WP_152397579.1	WP_152397579.1		PrsW family glutamic-type intramembrane protease			GCU45_RS00170	2172	723	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	77156	77485	+							GCU45_RS00175	330		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	77156	77485	+	WP_152397580.1	WP_152397580.1		hypothetical protein			GCU45_RS00175	330	109	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	77629	78660	+							GCU45_RS00180	1032		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	77629	78660	+	WP_152397581.1	WP_152397581.1		phosphotransferase			GCU45_RS00180	1032	343	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	79165	80988	+							GCU45_RS00185	1824		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	79165	80988	+	WP_152397582.1	WP_152397582.1		APC family permease			GCU45_RS00185	1824	607	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	81260	83524	+							GCU45_RS00190	2265		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	81260	83524	+	WP_152397583.1	WP_152397583.1		S-layer homology domain-containing protein			GCU45_RS00190	2265	754	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	84000	85070	+					xerS		GCU45_RS00195	1071		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	84000	85070	+	WP_152397584.1	WP_152397584.1		tyrosine recombinase XerS	xerS		GCU45_RS00195	1071	356	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	85222	85761	-					pyrE		GCU45_RS00200	540		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	85222	85761	-	WP_208837086.1	WP_208837086.1		orotate phosphoribosyltransferase	pyrE		GCU45_RS00200	540	179	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86049	86222	-							GCU45_RS34070	174		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86049	86222	-	WP_244364343.1	WP_244364343.1		hypothetical protein			GCU45_RS34070	174	57	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86226	86699	-							GCU45_RS34075	474		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86226	86699	-	WP_244364345.1	WP_244364345.1		copper amine oxidase N-terminal domain-containing protein			GCU45_RS34075	474	157	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86750	86923	-							GCU45_RS34080	174		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	86750	86923	-	WP_244364347.1	WP_244364347.1		hypothetical protein			GCU45_RS34080	174	57	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	87129	88604	-							GCU45_RS00210	1476		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	87129	88604	-	WP_152397586.1	WP_152397586.1		amidase family protein			GCU45_RS00210	1476	491	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	88818	89093	-							GCU45_RS34085	276		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	88818	89093	-	WP_244364349.1	WP_244364349.1		hypothetical protein			GCU45_RS34085	276	91	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	89404	89832	-							GCU45_RS00220	429		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	89404	89832	-	WP_152397587.1	WP_152397587.1		MerR family transcriptional regulator			GCU45_RS00220	429	142	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	89855	90583	-							GCU45_RS00225	729		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	89855	90583	-	WP_152397588.1	WP_152397588.1		SDR family oxidoreductase			GCU45_RS00225	729	242	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	90906	91526	-							GCU45_RS00230	621		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	90906	91526	-	WP_152397589.1	WP_152397589.1		TetR/AcrR family transcriptional regulator C-terminal domain-containing protein			GCU45_RS00230	621	206	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	91968	93380	+							GCU45_RS00235	1413		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	91968	93380	+	WP_152397590.1	WP_152397590.1		DHA2 family efflux MFS transporter permease subunit			GCU45_RS00235	1413	470	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	93724	93930	-							GCU45_RS00240	207		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	93724	93930	-	WP_152397591.1	WP_152397591.1		aspartyl-phosphate phosphatase Spo0E family protein			GCU45_RS00240	207	68	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	94362	96233	-							GCU45_RS00245	1872		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	94362	96233	-	WP_244364351.1	WP_244364351.1		glycoside hydrolase family 127 protein			GCU45_RS00245	1872	623	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	96311	97627	-							GCU45_RS00250	1317		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	96311	97627	-	WP_152397592.1	WP_152397592.1		sugar ABC transporter substrate-binding protein			GCU45_RS00250	1317	438	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	97661	98539	-							GCU45_RS00255	879		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	97661	98539	-	WP_152397593.1	WP_152397593.1		carbohydrate ABC transporter permease			GCU45_RS00255	879	292	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	98532	99419	-							GCU45_RS00260	888		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	98532	99419	-	WP_244364353.1	WP_244364353.1		sugar ABC transporter permease			GCU45_RS00260	888	295	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	99618	101189	-							GCU45_RS00265	1572		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	99618	101189	-	WP_152397594.1	WP_152397594.1		response regulator			GCU45_RS00265	1572	523	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	101201	102943	-							GCU45_RS00270	1743		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	101201	102943	-	WP_152397595.1	WP_152397595.1		sensor histidine kinase			GCU45_RS00270	1743	580	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	103544	104179	-							GCU45_RS00275	636		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	103544	104179	-	WP_152397596.1	WP_152397596.1		nitroreductase family protein			GCU45_RS00275	636	211	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	104200	104811	-							GCU45_RS00280	612		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	104200	104811	-	WP_152397597.1	WP_152397597.1		TetR/AcrR family transcriptional regulator			GCU45_RS00280	612	203	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	104940	106118	+							GCU45_RS00285	1179		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	104940	106118	+	WP_152397598.1	WP_152397598.1		MFS transporter			GCU45_RS00285	1179	392	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	106881	107735	-							GCU45_RS00290	855		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	106881	107735	-	WP_152397599.1	WP_152397599.1		patatin-like phospholipase family protein			GCU45_RS00290	855	284	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	107856	108248	+							GCU45_RS00295	393		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	107856	108248	+	WP_152397600.1	WP_152397600.1		MerR family transcriptional regulator			GCU45_RS00295	393	130	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	109093	109461	-							GCU45_RS00300	369		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	109093	109461	-	WP_244364355.1	WP_244364355.1		HTTM domain-containing protein			GCU45_RS00300	369	122	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	110053	111636	-							GCU45_RS00305	1584		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	110053	111636	-	WP_152397601.1	WP_152397601.1		extracellular solute-binding protein			GCU45_RS00305	1584	527	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	111672	112547	-							GCU45_RS00310	876		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	111672	112547	-	WP_152397602.1	WP_152397602.1		carbohydrate ABC transporter permease			GCU45_RS00310	876	291	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	112541	113488	-							GCU45_RS00315	948		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	112541	113488	-	WP_244364357.1	WP_244364357.1		ABC transporter permease subunit			GCU45_RS00315	948	315	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	113684	115375	-							GCU45_RS00320	1692		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	113684	115375	-	WP_152397603.1	WP_152397603.1		sensor histidine kinase			GCU45_RS00320	1692	563	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	115372	116874	-							GCU45_RS00325	1503		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	115372	116874	-	WP_167527036.1	WP_167527036.1		response regulator			GCU45_RS00325	1503	500	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	117580	118488	-							GCU45_RS00330	909		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	117580	118488	-	WP_152397605.1	WP_152397605.1		fumarylacetoacetate hydrolase family protein			GCU45_RS00330	909	302	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	118510	119283	-							GCU45_RS00335	774		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	118510	119283	-	WP_152397606.1	WP_152397606.1		SDR family oxidoreductase			GCU45_RS00335	774	257	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	119382	120479	-							GCU45_RS00340	1098		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	119382	120479	-	WP_152397607.1	WP_152397607.1		mandelate racemase/muconate lactonizing enzyme family protein			GCU45_RS00340	1098	365	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	120512	121279	-							GCU45_RS00345	768		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	120512	121279	-	WP_152397608.1	WP_152397608.1		SDR family oxidoreductase			GCU45_RS00345	768	255	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	121310	122491	-							GCU45_RS00350	1182		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	121310	122491	-	WP_167527037.1	WP_167527037.1		extracellular solute-binding protein			GCU45_RS00350	1182	393	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	122616	123281	-							GCU45_RS00355	666		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	122616	123281	-	WP_152397609.1	WP_152397609.1		GntR family transcriptional regulator			GCU45_RS00355	666	221	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	123747	124166	-							GCU45_RS00360	420		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	123747	124166	-	WP_143812960.1	WP_143812960.1		hypothetical protein			GCU45_RS00360	420	139	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	124372	125253	-							GCU45_RS00365	882		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	124372	125253	-	WP_244364359.1	WP_244364359.1		AraC family transcriptional regulator			GCU45_RS00365	882	293	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	125417	128014	+							GCU45_RS00370	2598		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	125417	128014	+	WP_152397610.1	WP_152397610.1		hypothetical protein			GCU45_RS00370	2598	865	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	129315	129416	-							GCU45_RS33970	102		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	129315	129416	-	WP_208837087.1	WP_208837087.1		YjcZ family sporulation protein			GCU45_RS33970	102	33	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	129835	130032	+							GCU45_RS34090	198		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	129835	130032	+	WP_152397611.1	WP_152397611.1		hypothetical protein			GCU45_RS34090	198	65	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	130510	130626	-							GCU45_RS00380	117		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	130510	130626	-	WP_143812959.1	WP_143812959.1		sporulation protein YjcZ			GCU45_RS00380	117	38	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	130814	130930	-							GCU45_RS33975	117		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	130814	130930	-	WP_208837088.1	WP_208837088.1		YjcZ family sporulation protein			GCU45_RS33975	117	38	
gene	pseudogene	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	131544	131711	-							GCU45_RS00385	168		partial;pseudo
CDS	without_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	131544	131711	-				aldo/keto reductase			GCU45_RS00385	168		partial;pseudo
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	131784	132653	-							GCU45_RS00390	870		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	131784	132653	-	WP_167527038.1	WP_167527038.1		phytanoyl-CoA dioxygenase family protein			GCU45_RS00390	870	289	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	133182	134222	-							GCU45_RS00395	1041		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	133182	134222	-	WP_152397613.1	WP_152397613.1		TIM barrel protein			GCU45_RS00395	1041	346	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	134302	135183	-							GCU45_RS00400	882		
CDS	with_protein	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	134302	135183	-	WP_152397614.1	WP_152397614.1		AraC family transcriptional regulator			GCU45_RS00400	882	293	
gene	protein_coding	GCF_009363095.1	Primary Assembly	chromosome		NZ_CP045295.1	135217	136392	-							GCU45_RS00405	1176		
