# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	14678	15394	-	WP_162637950.1	WP_162637950.1		SDR family oxidoreductase			GZH47_RS00080	717	238	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	15631	16497	-							GZH47_RS00085	867		old_locus_tag=GZH47_00085
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	15631	16497	-	WP_162637951.1	WP_162637951.1		SDR family oxidoreductase			GZH47_RS00085	867	288	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	16589	17005	-							GZH47_RS00090	417		old_locus_tag=GZH47_00090
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	16589	17005	-	WP_162637952.1	WP_162637952.1		Rrf2 family transcriptional regulator			GZH47_RS00090	417	138	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	17113	17832	-							GZH47_RS00095	720		old_locus_tag=GZH47_00095
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	17113	17832	-	WP_162637953.1	WP_162637953.1		3-ketoacyl-ACP reductase			GZH47_RS00095	720	239	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	18321	19445	-							GZH47_RS00100	1125		old_locus_tag=GZH47_00100
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	18321	19445	-	WP_162637954.1	WP_162637954.1		NADH-dependent flavin oxidoreductase			GZH47_RS00100	1125	374	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	19725	20864	+							GZH47_RS00105	1140		old_locus_tag=GZH47_00105
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	19725	20864	+	WP_162637955.1	WP_162637955.1		glutathione-dependent formaldehyde dehydrogenase			GZH47_RS00105	1140	379	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	21338	22099	-							GZH47_RS00110	762		old_locus_tag=GZH47_00110
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	21338	22099	-	WP_162637956.1	WP_162637956.1		SDR family oxidoreductase			GZH47_RS00110	762	253	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	22538	22807	-							GZH47_RS00115	270		old_locus_tag=GZH47_00115
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	22538	22807	-	WP_162637957.1	WP_162637957.1		DUF1871 family protein			GZH47_RS00115	270	89	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	23054	23419	-							GZH47_RS00120	366		old_locus_tag=GZH47_00120
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	23054	23419	-	WP_162637958.1	WP_162637958.1		helix-turn-helix transcriptional regulator			GZH47_RS00120	366	121	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	23546	24436	+							GZH47_RS00125	891		old_locus_tag=GZH47_00125
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	23546	24436	+	WP_162637959.1	WP_162637959.1		alpha/beta fold hydrolase			GZH47_RS00125	891	296	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	24433	24942	+							GZH47_RS00130	510		old_locus_tag=GZH47_00130
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	24433	24942	+	WP_162637960.1	WP_162637960.1		dihydrofolate reductase			GZH47_RS00130	510	169	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	25432	26001	-							GZH47_RS00135	570		old_locus_tag=GZH47_00135
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	25432	26001	-	WP_162637961.1	WP_162637961.1		hypothetical protein			GZH47_RS00135	570	189	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	26187	26537	-							GZH47_RS00140	351		old_locus_tag=GZH47_00140
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	26187	26537	-	WP_162637962.1	WP_162637962.1		hypothetical protein			GZH47_RS00140	351	116	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	26696	27631	-							GZH47_RS00145	936		old_locus_tag=GZH47_00145
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	26696	27631	-	WP_225446610.1	WP_225446610.1		WG repeat-containing protein			GZH47_RS00145	936	311	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	27823	28353	-							GZH47_RS00150	531		old_locus_tag=GZH47_00150
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	27823	28353	-	WP_225446302.1	WP_225446302.1		AAA family ATPase			GZH47_RS00150	531	176	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	28411	29142	-							GZH47_RS00155	732		old_locus_tag=GZH47_00155
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	28411	29142	-	WP_162637964.1	WP_162637964.1		hypothetical protein			GZH47_RS00155	732	243	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	29146	30084	-							GZH47_RS00160	939		old_locus_tag=GZH47_00160
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	29146	30084	-	WP_162637965.1	WP_162637965.1		aminoglycoside phosphotransferase family protein			GZH47_RS00160	939	312	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	31120	31665	-							GZH47_RS00165	546		old_locus_tag=GZH47_00165
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	31120	31665	-	WP_162637966.1	WP_162637966.1		DNRLRE domain-containing protein			GZH47_RS00165	546	181	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	31571	34171	-							GZH47_RS00170	2601		old_locus_tag=GZH47_00170
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	31571	34171	-	WP_162637967.1	WP_162637967.1		Ig-like domain-containing protein			GZH47_RS00170	2601	866	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	34954	35253	-							GZH47_RS00175	300		old_locus_tag=GZH47_00175
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	34954	35253	-	WP_162637968.1	WP_162637968.1		ankyrin repeat domain-containing protein			GZH47_RS00175	300	99	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	35538	35903	-							GZH47_RS00180	366		old_locus_tag=GZH47_00180
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	35538	35903	-	WP_162637969.1	WP_162637969.1		helix-turn-helix transcriptional regulator			GZH47_RS00180	366	121	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	36030	36689	+							GZH47_RS00185	660		old_locus_tag=GZH47_00185
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	36030	36689	+	WP_225446303.1	WP_225446303.1		alpha/beta fold hydrolase			GZH47_RS00185	660	219	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	36915	37424	+							GZH47_RS00190	510		old_locus_tag=GZH47_00190
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	36915	37424	+	WP_162637970.1	WP_162637970.1		dihydrofolate reductase			GZH47_RS00190	510	169	
gene	pseudogene	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	37670	37875	-							GZH47_RS33955	206		partial;pseudo
CDS	without_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	37670	37875	-				alpha/beta hydrolase			GZH47_RS33955	206		partial;pseudo
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	38080	38508	+							GZH47_RS00195	429		old_locus_tag=GZH47_00195
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	38080	38508	+	WP_162637971.1	WP_162637971.1		exosporium protein C			GZH47_RS00195	429	142	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	38584	38916	-							GZH47_RS00200	333		old_locus_tag=GZH47_00200
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	38584	38916	-	WP_162637972.1	WP_162637972.1		hypothetical protein			GZH47_RS00200	333	110	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	39045	40493	+							GZH47_RS00205	1449		old_locus_tag=GZH47_00205
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	39045	40493	+	WP_162637973.1	WP_162637973.1		spore germination protein			GZH47_RS00205	1449	482	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	40490	41656	+							GZH47_RS00210	1167		old_locus_tag=GZH47_00210
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	40490	41656	+	WP_162637974.1	WP_162637974.1		Ger(x)C family spore germination protein			GZH47_RS00210	1167	388	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	41660	42748	+							GZH47_RS00215	1089		old_locus_tag=GZH47_00215
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	41660	42748	+	WP_162637975.1	WP_162637975.1		endospore germination permease			GZH47_RS00215	1089	362	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	42989	43180	-							GZH47_RS00220	192		old_locus_tag=GZH47_00220
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	42989	43180	-	WP_162637976.1	WP_162637976.1		hypothetical protein			GZH47_RS00220	192	63	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	43363	43734	+							GZH47_RS00225	372		old_locus_tag=GZH47_00225
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	43363	43734	+	WP_225446304.1	WP_225446304.1		hypothetical protein			GZH47_RS00225	372	123	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	44049	44462	+							GZH47_RS00230	414		old_locus_tag=GZH47_00230
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	44049	44462	+	WP_162637977.1	WP_162637977.1		hypothetical protein			GZH47_RS00230	414	137	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	44419	45975	+							GZH47_RS00235	1557		old_locus_tag=GZH47_00235
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	44419	45975	+	WP_162637978.1	WP_162637978.1		hypothetical protein			GZH47_RS00235	1557	518	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	46097	46306	-							GZH47_RS00240	210		old_locus_tag=GZH47_00240
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	46097	46306	-	WP_162637979.1	WP_162637979.1		hypothetical protein			GZH47_RS00240	210	69	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	46836	47783	+							GZH47_RS00245	948		old_locus_tag=GZH47_00245
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	46836	47783	+	WP_162637980.1	WP_162637980.1		metallophosphoesterase			GZH47_RS00245	948	315	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	48225	49223	-							GZH47_RS00250	999		old_locus_tag=GZH47_00250
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	48225	49223	-	WP_162637981.1	WP_162637981.1		hypothetical protein			GZH47_RS00250	999	332	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	49247	50029	-							GZH47_RS00255	783		old_locus_tag=GZH47_00255
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	49247	50029	-	WP_225446611.1	WP_225446611.1		sigma-70 family RNA polymerase sigma factor			GZH47_RS00255	783	260	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	50331	51152	+							GZH47_RS00260	822		old_locus_tag=GZH47_00260
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	50331	51152	+	WP_162637983.1	WP_162637983.1		S8/S53 family peptidase			GZH47_RS00260	822	273	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	51149	54796	-							GZH47_RS00265	3648		old_locus_tag=GZH47_00265
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	51149	54796	-	WP_162637984.1	WP_162637984.1		hypothetical protein			GZH47_RS00265	3648	1215	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	54850	56391	-							GZH47_RS00270	1542		old_locus_tag=GZH47_00270
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	54850	56391	-	WP_162637985.1	WP_162637985.1		hypothetical protein			GZH47_RS00270	1542	513	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	56450	57448	-							GZH47_RS00275	999		old_locus_tag=GZH47_00275
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	56450	57448	-	WP_162637986.1	WP_162637986.1		hypothetical protein			GZH47_RS00275	999	332	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	57456	58094	-							GZH47_RS00280	639		old_locus_tag=GZH47_00280
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	57456	58094	-	WP_162637987.1	WP_162637987.1		DUF1906 domain-containing protein			GZH47_RS00280	639	212	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	58246	58917	-							GZH47_RS00285	672		old_locus_tag=GZH47_00285
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	58246	58917	-	WP_162637988.1	WP_162637988.1		response regulator transcription factor			GZH47_RS00285	672	223	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	58914	60149	-							GZH47_RS00290	1236		old_locus_tag=GZH47_00290
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	58914	60149	-	WP_162637989.1	WP_162637989.1		histidine kinase			GZH47_RS00290	1236	411	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	60146	63469	-							GZH47_RS00295	3324		old_locus_tag=GZH47_00295
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	60146	63469	-	WP_162637990.1	WP_162637990.1		response regulator			GZH47_RS00295	3324	1107	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	63462	64088	-							GZH47_RS00300	627		old_locus_tag=GZH47_00300
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	63462	64088	-	WP_162637991.1	WP_162637991.1		hypothetical protein			GZH47_RS00300	627	208	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	64974	65399	-							GZH47_RS00305	426		old_locus_tag=GZH47_00305
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	64974	65399	-	WP_162637992.1	WP_162637992.1		DUF6157 family protein			GZH47_RS00305	426	141	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	65444	65746	-							GZH47_RS00310	303		old_locus_tag=GZH47_00310
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	65444	65746	-	WP_162637993.1	WP_162637993.1		antibiotic biosynthesis monooxygenase			GZH47_RS00310	303	100	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	65743	66741	-							GZH47_RS00315	999		old_locus_tag=GZH47_00315
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	65743	66741	-	WP_162637994.1	WP_162637994.1		WYL domain-containing protein			GZH47_RS00315	999	332	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	66953	67423	-							GZH47_RS00320	471		old_locus_tag=GZH47_00320
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	66953	67423	-	WP_162637995.1	WP_162637995.1		GNAT family N-acetyltransferase			GZH47_RS00320	471	156	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	67626	68120	-							GZH47_RS00325	495		old_locus_tag=GZH47_00325
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	67626	68120	-	WP_162637996.1	WP_162637996.1		GNAT family N-acetyltransferase			GZH47_RS00325	495	164	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	68260	68580	-							GZH47_RS00330	321		old_locus_tag=GZH47_00330
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	68260	68580	-	WP_162637997.1	WP_162637997.1		hypothetical protein			GZH47_RS00330	321	106	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	68799	69512	-							GZH47_RS00335	714		old_locus_tag=GZH47_00335
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	68799	69512	-	WP_162637998.1	WP_162637998.1		HAD family hydrolase			GZH47_RS00335	714	237	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	69998	72088	-							GZH47_RS00340	2091		old_locus_tag=GZH47_00340
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	69998	72088	-	WP_162637999.1	WP_162637999.1		catalase			GZH47_RS00340	2091	696	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	72327	72710	-							GZH47_RS00345	384		old_locus_tag=GZH47_00345
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	72327	72710	-	WP_162638000.1	WP_162638000.1		DUF302 domain-containing protein			GZH47_RS00345	384	127	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	72969	73673	-							GZH47_RS00350	705		old_locus_tag=GZH47_00350
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	72969	73673	-	WP_225446305.1	WP_225446305.1		VIT1/CCC1 transporter family protein			GZH47_RS00350	705	234	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	73757	74416	-							GZH47_RS00355	660		old_locus_tag=GZH47_00355
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	73757	74416	-	WP_162638001.1	WP_162638001.1		hypothetical protein			GZH47_RS00355	660	219	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	74431	75267	-							GZH47_RS00360	837		old_locus_tag=GZH47_00360
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	74431	75267	-	WP_162638002.1	WP_162638002.1		RnfABCDGE type electron transport complex subunit D			GZH47_RS00360	837	278	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	75269	76156	-							GZH47_RS00365	888		old_locus_tag=GZH47_00365
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	75269	76156	-	WP_162638003.1	WP_162638003.1		FAD:protein FMN transferase			GZH47_RS00365	888	295	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	76167	76649	-							GZH47_RS00370	483		old_locus_tag=GZH47_00370
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	76167	76649	-	WP_162638004.1	WP_162638004.1		FMN-binding protein			GZH47_RS00370	483	160	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	77215	79290	-							GZH47_RS00375	2076		old_locus_tag=GZH47_00375
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	77215	79290	-	WP_162638005.1	WP_162638005.1		EAL domain-containing protein			GZH47_RS00375	2076	691	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	79679	81103	+							GZH47_RS00380	1425		old_locus_tag=GZH47_00380
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	79679	81103	+	WP_162638006.1	WP_162638006.1		spore germination protein			GZH47_RS00380	1425	474	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	81108	82229	+							GZH47_RS00385	1122		old_locus_tag=GZH47_00385
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	81108	82229	+	WP_162638007.1	WP_162638007.1		GerAB/ArcD/ProY family transporter			GZH47_RS00385	1122	373	
gene	protein_coding	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	82316	83317	+							GZH47_RS00390	1002		old_locus_tag=GZH47_00390
CDS	with_protein	GCF_010365285.1	Primary Assembly	chromosome		NZ_CP048286.1	82316	83317	+	WP_162638008.1	WP_162638008.1		Ger(x)C family spore germination C-terminal domain-containing protein			GZH47_RS00390	1002	333	
