# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	5076	6740	-	WP_120701153.1	WP_120701153.1		DNA repair protein RecN	recN		D7D50_RS00040	1665	554	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	6748	7179	-							D7D50_RS00045	432		old_locus_tag=D7D50_00045
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	6748	7179	-	WP_023022501.1	WP_023022501.1		arginine repressor			D7D50_RS00045	432	143	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	7172	7987	-							D7D50_RS00050	816		old_locus_tag=D7D50_00050
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	7172	7987	-	WP_120701154.1	WP_120701154.1		TlyA family RNA methyltransferase			D7D50_RS00050	816	271	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	7968	8855	-							D7D50_RS00055	888		old_locus_tag=D7D50_00055
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	7968	8855	-	WP_120701155.1	WP_120701155.1		polyprenyl synthetase family protein			D7D50_RS00055	888	295	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	8852	9064	-							D7D50_RS00060	213		old_locus_tag=D7D50_00060
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	8852	9064	-	WP_006596769.1	WP_006596769.1		exodeoxyribonuclease VII small subunit			D7D50_RS00060	213	70	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	9042	10382	-					xseA		D7D50_RS00065	1341		old_locus_tag=D7D50_00065
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	9042	10382	-	WP_006596770.1	WP_006596770.1		exodeoxyribonuclease VII large subunit	xseA		D7D50_RS00065	1341	446	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	10507	11349	-							D7D50_RS00070	843		old_locus_tag=D7D50_00070
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	10507	11349	-	WP_120701156.1	WP_120701156.1		NAD(P)H-hydrate dehydratase			D7D50_RS00070	843	280	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	11353	12177	-							D7D50_RS00075	825		old_locus_tag=D7D50_00075
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	11353	12177	-	WP_120701157.1	WP_120701157.1		phosphate ABC transporter ATPase			D7D50_RS00075	825	274	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	12317	13174	-							D7D50_RS00080	858		old_locus_tag=D7D50_00080
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	12317	13174	-	WP_162614517.1	WP_162614517.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase			D7D50_RS00080	858	285	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	13485	13715	-							D7D50_RS00090	231		old_locus_tag=D7D50_00090
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	13485	13715	-	WP_048687767.1	WP_048687767.1		DUF1797 family protein			D7D50_RS00090	231	76	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	13945	16212	+							D7D50_RS00095	2268		old_locus_tag=D7D50_00095
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	13945	16212	+	WP_120701159.1	WP_120701159.1		ATP-dependent Clp protease ATP-binding subunit			D7D50_RS00095	2268	755	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	16473	16922	+							D7D50_RS00105	450		old_locus_tag=D7D50_00105
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	16473	16922	+	WP_023022485.1	WP_023022485.1		NUDIX hydrolase			D7D50_RS00105	450	149	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	16990	17292	+							D7D50_RS00110	303		old_locus_tag=D7D50_00110
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	16990	17292	+	WP_006596776.1	WP_006596776.1		DUF1827 family protein			D7D50_RS00110	303	100	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	17376	17810	-							D7D50_RS00115	435		old_locus_tag=D7D50_00115
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	17376	17810	-	WP_023022484.1	WP_023022484.1		GNAT family N-acetyltransferase			D7D50_RS00115	435	144	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	18026	20818	-					ileS		D7D50_RS00120	2793		old_locus_tag=D7D50_00120
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	18026	20818	-	WP_023022482.1	WP_023022482.1		isoleucine--tRNA ligase	ileS		D7D50_RS00120	2793	930	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	21077	21922	-							D7D50_RS00125	846		old_locus_tag=D7D50_00125
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	21077	21922	-	WP_023022479.1	WP_023022479.1		DivIVA domain-containing protein			D7D50_RS00125	846	281	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	21932	22720	-							D7D50_RS00130	789		old_locus_tag=D7D50_00130
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	21932	22720	-	WP_023022477.1	WP_023022477.1		YlmH/Sll1252 family protein			D7D50_RS00130	789	262	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	22717	22977	-							D7D50_RS00135	261		old_locus_tag=D7D50_00135
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	22717	22977	-	WP_006596781.1	WP_006596781.1		YggT family protein			D7D50_RS00135	261	86	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	22979	23608	-							D7D50_RS00140	630		old_locus_tag=D7D50_00140
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	22979	23608	-	WP_023022475.1	WP_023022475.1		cell division protein SepF			D7D50_RS00140	630	209	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	23618	24286	-							D7D50_RS00145	669		old_locus_tag=D7D50_00145
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	23618	24286	-	WP_042507438.1	WP_042507438.1		YggS family pyridoxal phosphate-dependent enzyme			D7D50_RS00145	669	222	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	24289	25566	-					ftsZ		D7D50_RS00150	1278		old_locus_tag=D7D50_00150
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	24289	25566	-	WP_120701160.1	WP_120701160.1		cell division protein FtsZ	ftsZ		D7D50_RS00150	1278	425	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	25582	26934	-					ftsA		D7D50_RS00155	1353		old_locus_tag=D7D50_00155
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	25582	26934	-	WP_023026449.1	WP_023026449.1		cell division protein FtsA	ftsA		D7D50_RS00155	1353	450	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	27075	28292	-							D7D50_RS00160	1218		old_locus_tag=D7D50_00160
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	27075	28292	-	WP_023026448.1	WP_023026448.1		FtsQ-type POTRA domain-containing protein			D7D50_RS00160	1218	405	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	28289	29359	-							D7D50_RS00165	1071		old_locus_tag=D7D50_00165
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	28289	29359	-	WP_023022463.1	WP_023022463.1		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase			D7D50_RS00165	1071	356	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	29361	30713	-					murD		D7D50_RS00170	1353		old_locus_tag=D7D50_00170
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	29361	30713	-	WP_023022461.1	WP_023022461.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		D7D50_RS00170	1353	450	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	30892	31158	-							D7D50_RS00180	267		old_locus_tag=D7D50_00180
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	30892	31158	-	WP_023026447.1	WP_023026447.1		DUF3165 family protein			D7D50_RS00180	267	88	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	31181	33028	-					typA		D7D50_RS00185	1848		old_locus_tag=D7D50_00185
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	31181	33028	-	WP_023022455.1	WP_023022455.1		translational GTPase TypA	typA		D7D50_RS00185	1848	615	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	33267	33992	+							D7D50_RS00190	726		old_locus_tag=D7D50_00190
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	33267	33992	+	WP_023022453.1	WP_023022453.1		pseudouridine synthase			D7D50_RS00190	726	241	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34186	34419	-							D7D50_RS00200	234		old_locus_tag=D7D50_00200
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34186	34419	-	WP_023022451.1	WP_023022451.1		hypothetical protein			D7D50_RS00200	234	77	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34495	34839	-							D7D50_RS00205	345		old_locus_tag=D7D50_00205
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34495	34839	-	WP_042507500.1	WP_042507500.1		rhodanese-like domain-containing protein			D7D50_RS00205	345	114	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34878	35096	-							D7D50_RS00210	219		old_locus_tag=D7D50_00210
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	34878	35096	-	WP_023022447.1	WP_023022447.1		YqgQ family protein			D7D50_RS00210	219	72	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	35220	35747	-							D7D50_RS00215	528		old_locus_tag=D7D50_00215
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	35220	35747	-	WP_006596795.1	WP_006596795.1		DNA starvation/stationary phase protection protein			D7D50_RS00215	528	175	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	35901	36560	+							D7D50_RS00220	660		old_locus_tag=D7D50_00220
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	35901	36560	+	WP_120701161.1	WP_120701161.1		A24 family peptidase			D7D50_RS00220	660	219	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	36567	37754	-					trpB		D7D50_RS00225	1188		old_locus_tag=D7D50_00225
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	36567	37754	-	WP_120701162.1	WP_120701162.1		tryptophan synthase subunit beta	trpB		D7D50_RS00225	1188	395	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	38189	38722	-							D7D50_RS00230	534		old_locus_tag=D7D50_00230
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	38189	38722	-	WP_174705347.1	WP_174705347.1		VanZ family protein			D7D50_RS00230	534	177	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	38700	39788	-					rlmN		D7D50_RS00235	1089		old_locus_tag=D7D50_00235
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	38700	39788	-	WP_023022438.1	WP_023022438.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		D7D50_RS00235	1089	362	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	39807	40385	-							D7D50_RS00240	579		old_locus_tag=D7D50_00240
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	39807	40385	-	WP_120701163.1	WP_120701163.1		YutD family protein			D7D50_RS00240	579	192	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	40762	41796	-							D7D50_RS00250	1035		old_locus_tag=D7D50_00250
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	40762	41796	-	WP_174705360.1	WP_174705360.1		PDZ domain-containing protein			D7D50_RS00250	1035	344	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	41874	42347	-					coaD		D7D50_RS00255	474		old_locus_tag=D7D50_00255
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	41874	42347	-	WP_023026429.1	WP_023026429.1		pantetheine-phosphate adenylyltransferase	coaD		D7D50_RS00255	474	157	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	42337	42876	-					rsmD		D7D50_RS00260	540		old_locus_tag=D7D50_00260
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	42337	42876	-	WP_117745082.1	WP_117745082.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		D7D50_RS00260	540	179	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	43059	43736	+							D7D50_RS00265	678		old_locus_tag=D7D50_00265
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	43059	43736	+	WP_120701164.1	WP_120701164.1		XRE family transcriptional regulator			D7D50_RS00265	678	225	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	43739	45151	+							D7D50_RS00270	1413		old_locus_tag=D7D50_00270
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	43739	45151	+	WP_120701165.1	WP_120701165.1		Y-family DNA polymerase			D7D50_RS00270	1413	470	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45148	45519	+							D7D50_RS00275	372		old_locus_tag=D7D50_00275
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45148	45519	+	WP_120701166.1	WP_120701166.1		hypothetical protein			D7D50_RS00275	372	123	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45500	45805	+							D7D50_RS00280	306		old_locus_tag=D7D50_00280
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45500	45805	+	WP_023026420.1	WP_023026420.1		DUF5960 family protein			D7D50_RS00280	306	101	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45881	46132	+							D7D50_RS00285	252		old_locus_tag=D7D50_00285
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	45881	46132	+	WP_120701167.1	WP_120701167.1		helix-turn-helix domain-containing protein			D7D50_RS00285	252	83	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	46191	47234	+							D7D50_RS00290	1044		old_locus_tag=D7D50_00290
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	46191	47234	+	WP_162614518.1	WP_162614518.1		hypothetical protein			D7D50_RS00290	1044	347	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	47421	47870	-							D7D50_RS00295	450		old_locus_tag=D7D50_00295
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	47421	47870	-	WP_120701169.1	WP_120701169.1		hypothetical protein			D7D50_RS00295	450	149	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	48156	49745	-							D7D50_RS00300	1590		old_locus_tag=D7D50_00300
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	48156	49745	-	WP_120701170.1	WP_120701170.1		hypothetical protein			D7D50_RS00300	1590	529	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	49823	51043	-							D7D50_RS00305	1221		old_locus_tag=D7D50_00305
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	49823	51043	-	WP_120701171.1	WP_120701171.1		DNA cytosine methyltransferase			D7D50_RS00305	1221	406	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	51135	51797	-							D7D50_RS00310	663		old_locus_tag=D7D50_00310
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	51135	51797	-	WP_120701172.1	WP_120701172.1		MAE_28990/MAE_18760 family HEPN-like nuclease			D7D50_RS00310	663	220	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	51803	52888	-							D7D50_RS00315	1086		old_locus_tag=D7D50_00315
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	51803	52888	-	WP_120701173.1	WP_120701173.1		DUF262 domain-containing protein			D7D50_RS00315	1086	361	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	52872	53927	-							D7D50_RS00320	1056		old_locus_tag=D7D50_00320
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	52872	53927	-	WP_120701174.1	WP_120701174.1		DNA cytosine methyltransferase			D7D50_RS00320	1056	351	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	54034	56685	-							D7D50_RS00325	2652		old_locus_tag=D7D50_00325
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	54034	56685	-	WP_120701175.1	WP_120701175.1		valine--tRNA ligase			D7D50_RS00325	2652	883	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	56693	57580	-							D7D50_RS00330	888		old_locus_tag=D7D50_00330
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	56693	57580	-	WP_120701176.1	WP_120701176.1		hypothetical protein			D7D50_RS00330	888	295	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	57577	58005	-							D7D50_RS00335	429		old_locus_tag=D7D50_00335
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	57577	58005	-	WP_120701177.1	WP_120701177.1		cupin domain-containing protein			D7D50_RS00335	429	142	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	57989	58564	-							D7D50_RS00340	576		old_locus_tag=D7D50_00340
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	57989	58564	-	WP_120701178.1	WP_120701178.1		GNAT family N-acetyltransferase			D7D50_RS00340	576	191	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	58844	59191	-							D7D50_RS00345	348		old_locus_tag=D7D50_00345
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	58844	59191	-	WP_023026407.1	WP_023026407.1		helix-hairpin-helix domain-containing protein			D7D50_RS00345	348	115	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	59372	59626	-							D7D50_RS00350	255		old_locus_tag=D7D50_00350
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	59372	59626	-	WP_120701179.1	WP_120701179.1		DUF1912 family protein			D7D50_RS00350	255	84	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	59629	60975	-							D7D50_RS00355	1347		old_locus_tag=D7D50_00355
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	59629	60975	-	WP_120701180.1	WP_120701180.1		DUF438 domain-containing protein			D7D50_RS00355	1347	448	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	60975	61208	-							D7D50_RS00360	234		old_locus_tag=D7D50_00360
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	60975	61208	-	WP_006596822.1	WP_006596822.1		DUF1858 domain-containing protein			D7D50_RS00360	234	77	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	61252	61704	-							D7D50_RS00365	453		old_locus_tag=D7D50_00365
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	61252	61704	-	WP_023022383.1	WP_023022383.1		cytidine deaminase			D7D50_RS00365	453	150	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	61722	63077	-					rlmD		D7D50_RS00370	1356		old_locus_tag=D7D50_00370
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	61722	63077	-	WP_120701181.1	WP_120701181.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		D7D50_RS00370	1356	451	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	63235	64011	+					recX		D7D50_RS00375	777		old_locus_tag=D7D50_00375
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	63235	64011	+	WP_120701182.1	WP_120701182.1		recombination regulator RecX	recX		D7D50_RS00375	777	258	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	64099	64632	+							D7D50_RS00380	534		old_locus_tag=D7D50_00380
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	64099	64632	+	WP_048715843.1	WP_048715843.1		DUF402 domain-containing protein			D7D50_RS00380	534	177	
gene	protein_coding	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	64732	65049	+							D7D50_RS00385	318		old_locus_tag=D7D50_00385
CDS	with_protein	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	64732	65049	+	WP_120701183.1	WP_120701183.1		DUF960 domain-containing protein			D7D50_RS00385	318	105	
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65114	65187	-							D7D50_RS00390	74		old_locus_tag=D7D50_00390
tRNA		GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65114	65187	-				tRNA-Pro			D7D50_RS00390	74		anticodon=TGG
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65207	65280	-							D7D50_RS00395	74		old_locus_tag=D7D50_00395
tRNA		GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65207	65280	-				tRNA-Arg			D7D50_RS00395	74		anticodon=ACG
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65317	65390	-							D7D50_RS00400	74		old_locus_tag=D7D50_00400
tRNA		GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65317	65390	-				tRNA-Arg			D7D50_RS00400	74		anticodon=ACG
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65412	65497	-							D7D50_RS00405	86		old_locus_tag=D7D50_00405
tRNA		GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65412	65497	-				tRNA-Leu			D7D50_RS00405	86		anticodon=TAA
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65505	65576	-							D7D50_RS00410	72		old_locus_tag=D7D50_00410
tRNA		GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65505	65576	-				tRNA-Gly			D7D50_RS00410	72		anticodon=GCC
gene	tRNA	GCF_003627135.1	Primary Assembly	chromosome		NZ_CP032620.1	65600	65672	-							D7D50_RS00415	73		old_locus_tag=D7D50_00415
