# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	5355	8858	+					mfd		DQL21_RS00035	3504		old_locus_tag=NCTC12278_00007
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	5355	8858	+	WP_018030403.1	WP_018030403.1		transcription-repair coupling factor	mfd		DQL21_RS00035	3504	1167	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	8976	9248	+							DQL21_RS00040	273		old_locus_tag=NCTC12278_00008
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	8976	9248	+	WP_018030402.1	WP_018030402.1		RNA-binding S4 domain-containing protein			DQL21_RS00040	273	90	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9235	9606	+							DQL21_RS00045	372		old_locus_tag=NCTC12278_00009
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9235	9606	+	WP_018030401.1	WP_018030401.1		septum formation initiator family protein			DQL21_RS00045	372	123	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9606	9725	+							DQL21_RS00050	120		old_locus_tag=NCTC12278_00010
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9606	9725	+	WP_018030400.1	WP_018030400.1		hypothetical protein			DQL21_RS00050	120	39	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9727	11013	+							DQL21_RS00055	1287		old_locus_tag=NCTC12278_00011
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	9727	11013	+	WP_018030399.1	WP_018030399.1		serine hydrolase			DQL21_RS00055	1287	428	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	11010	12278	+					tilS		DQL21_RS00060	1269		old_locus_tag=NCTC12278_00012
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	11010	12278	+	WP_026161945.1	WP_026161945.1		tRNA lysidine(34) synthetase TilS	tilS		DQL21_RS00060	1269	422	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	12281	12823	+					hpt		DQL21_RS00065	543		old_locus_tag=NCTC12278_00013
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	12281	12823	+	WP_018030397.1	WP_018030397.1		hypoxanthine phosphoribosyltransferase	hpt		DQL21_RS00065	543	180	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	12845	14815	+					ftsH		DQL21_RS00070	1971		old_locus_tag=NCTC12278_00014
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	12845	14815	+	WP_018030396.1	WP_018030396.1		ATP-dependent zinc metalloprotease FtsH	ftsH		DQL21_RS00070	1971	656	
gene	rRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	15063	16619	+							DQL21_RS00075	1557		old_locus_tag=NCTC12278_00015
rRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	15063	16619	+				16S ribosomal RNA			DQL21_RS00075	1557		
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	16816	16888	+							DQL21_RS00080	73		old_locus_tag=NCTC12278_00016
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	16816	16888	+				tRNA-Ala			DQL21_RS00080	73		anticodon=TGC
gene	rRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	17079	19981	+							DQL21_RS00085	2903		old_locus_tag=NCTC12278_00017
rRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	17079	19981	+				23S ribosomal RNA			DQL21_RS00085	2903		
gene	rRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20065	20180	+					rrf		DQL21_RS00090	116		old_locus_tag=NCTC12278_00018
rRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20065	20180	+				5S ribosomal RNA	rrf		DQL21_RS00090	116		
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20242	20314	+							DQL21_RS00095	73		old_locus_tag=NCTC12278_00019
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20242	20314	+				tRNA-Val			DQL21_RS00095	73		anticodon=TAC
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20437	20509	+							DQL21_RS00100	73		old_locus_tag=NCTC12278_00020
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20437	20509	+				tRNA-Asp			DQL21_RS00100	73		anticodon=GTC
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20531	20603	+							DQL21_RS00105	73		old_locus_tag=NCTC12278_00021
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20531	20603	+				tRNA-Lys			DQL21_RS00105	73		anticodon=TTT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20613	20695	+							DQL21_RS00110	83		old_locus_tag=NCTC12278_00022
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20613	20695	+				tRNA-Leu			DQL21_RS00110	83		anticodon=TAG
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20708	20780	+							DQL21_RS00115	73		old_locus_tag=NCTC12278_00023
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20708	20780	+				tRNA-Thr			DQL21_RS00115	73		anticodon=TGT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20783	20854	+							DQL21_RS00120	72		old_locus_tag=NCTC12278_00024
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20783	20854	+				tRNA-Gly			DQL21_RS00120	72		anticodon=GCC
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20862	20947	+							DQL21_RS00125	86		old_locus_tag=NCTC12278_00025
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20862	20947	+				tRNA-Leu			DQL21_RS00125	86		anticodon=TAA
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20968	21041	+							DQL21_RS00130	74		old_locus_tag=NCTC12278_00026
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	20968	21041	+				tRNA-Arg			DQL21_RS00130	74		anticodon=ACG
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21094	21167	+							DQL21_RS00135	74		old_locus_tag=NCTC12278_00027
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21094	21167	+				tRNA-Pro			DQL21_RS00135	74		anticodon=TGG
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21175	21248	+							DQL21_RS00140	74		old_locus_tag=NCTC12278_00028
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21175	21248	+				tRNA-Met			DQL21_RS00140	74		anticodon=CAT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21275	21348	+							DQL21_RS00145	74		old_locus_tag=NCTC12278_00029
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21275	21348	+				tRNA-Ile			DQL21_RS00145	74		anticodon=CAT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21368	21457	+							DQL21_RS00150	90		old_locus_tag=NCTC12278_00030
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21368	21457	+				tRNA-Ser			DQL21_RS00150	90		anticodon=TGA
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21469	21542	+							DQL21_RS00155	74		old_locus_tag=NCTC12278_00031
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21469	21542	+				tRNA-Met			DQL21_RS00155	74		anticodon=CAT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21552	21624	+							DQL21_RS00160	73		old_locus_tag=NCTC12278_00032
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21552	21624	+				tRNA-Phe			DQL21_RS00160	73		anticodon=GAA
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21643	21713	+							DQL21_RS00165	71		old_locus_tag=NCTC12278_00033
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21643	21713	+				tRNA-Gly			DQL21_RS00165	71		anticodon=TCC
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21753	21826	+							DQL21_RS00170	74		old_locus_tag=NCTC12278_00034
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21753	21826	+				tRNA-Ile			DQL21_RS00170	74		anticodon=GAT
gene	tRNA	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21834	21921	+							DQL21_RS00175	88		old_locus_tag=NCTC12278_00035
tRNA		GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	21834	21921	+				tRNA-Ser			DQL21_RS00175	88		anticodon=GCT
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	22054	22797	+					mreC		DQL21_RS00180	744		old_locus_tag=NCTC12278_00036
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	22054	22797	+	WP_231871638.1	WP_231871638.1		rod shape-determining protein MreC	mreC		DQL21_RS00180	744	247	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	22800	23309	+					mreD		DQL21_RS00185	510		old_locus_tag=NCTC12278_00037
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	22800	23309	+	WP_018031123.1	WP_018031123.1		rod shape-determining protein MreD	mreD		DQL21_RS00185	510	169	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	23398	24681	+							DQL21_RS00190	1284		old_locus_tag=NCTC12278_00038
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	23398	24681	+	WP_018031124.1	WP_018031124.1		CHAP domain-containing protein			DQL21_RS00190	1284	427	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	24804	25775	+							DQL21_RS00195	972		old_locus_tag=NCTC12278_00039
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	24804	25775	+	WP_018031125.1	WP_018031125.1		ribose-phosphate diphosphokinase			DQL21_RS00195	972	323	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	25871	27046	+							DQL21_RS00200	1176		old_locus_tag=NCTC12278_00040
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	25871	27046	+	WP_018031126.1	WP_018031126.1		pyridoxal phosphate-dependent aminotransferase			DQL21_RS00200	1176	391	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	27036	27809	+					recO		DQL21_RS00205	774		old_locus_tag=NCTC12278_00041
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	27036	27809	+	WP_018031127.1	WP_018031127.1		DNA repair protein RecO	recO		DQL21_RS00205	774	257	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	27901	28905	+					plsX		DQL21_RS00210	1005		old_locus_tag=NCTC12278_00042
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	27901	28905	+	WP_018031128.1	WP_018031128.1		phosphate acyltransferase PlsX	plsX		DQL21_RS00210	1005	334	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	28902	29144	+							DQL21_RS00215	243		old_locus_tag=NCTC12278_00043
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	28902	29144	+	WP_018031129.1	WP_018031129.1		acyl carrier protein			DQL21_RS00215	243	80	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	29262	29969	+							DQL21_RS00220	708		old_locus_tag=NCTC12278_00044
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	29262	29969	+	WP_018031130.1	WP_018031130.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			DQL21_RS00220	708	235	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	29985	33710	+							DQL21_RS00225	3726		old_locus_tag=NCTC12278_00045
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	29985	33710	+	WP_018031131.1	WP_018031131.1		phosphoribosylformylglycinamidine synthase			DQL21_RS00225	3726	1241	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	33713	35158	+					purF		DQL21_RS00230	1446		old_locus_tag=NCTC12278_00046
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	33713	35158	+	WP_018031132.1	WP_018031132.1		amidophosphoribosyltransferase	purF		DQL21_RS00230	1446	481	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	35252	36271	+					purM		DQL21_RS00235	1020		old_locus_tag=NCTC12278_00047
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	35252	36271	+	WP_018031133.1	WP_018031133.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		DQL21_RS00235	1020	339	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	36271	36825	+					purN		DQL21_RS00240	555		old_locus_tag=NCTC12278_00048
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	36271	36825	+	WP_018031134.1	WP_018031134.1		phosphoribosylglycinamide formyltransferase	purN		DQL21_RS00240	555	184	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	37516	39066	+					purH		DQL21_RS00245	1551		old_locus_tag=NCTC12278_00049
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	37516	39066	+	WP_018031135.1	WP_018031135.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH		DQL21_RS00245	1551	516	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	39323	40465	+							DQL21_RS00250	1143		old_locus_tag=NCTC12278_00050
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	39323	40465	+	WP_026162013.1	WP_026162013.1		LysM peptidoglycan-binding domain-containing protein			DQL21_RS00250	1143	380	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	41087	41512	+							DQL21_RS00255	426		old_locus_tag=NCTC12278_00051
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	41087	41512	+	WP_018031137.1	WP_018031137.1		hypothetical protein			DQL21_RS00255	426	141	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	41526	42014	+							DQL21_RS00260	489		old_locus_tag=NCTC12278_00052
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	41526	42014	+	WP_018031138.1	WP_018031138.1		ImmA/IrrE family metallo-endopeptidase			DQL21_RS00260	489	162	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	42008	43339	+							DQL21_RS00265	1332		old_locus_tag=NCTC12278_00053
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	42008	43339	+	WP_018031139.1	WP_018031139.1		hypothetical protein			DQL21_RS00265	1332	443	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	43587	44849	+					purD		DQL21_RS00270	1263		old_locus_tag=NCTC12278_00054
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	43587	44849	+	WP_018031140.1	WP_018031140.1		phosphoribosylamine--glycine ligase	purD		DQL21_RS00270	1263	420	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	45385	45885	+					purE		DQL21_RS00275	501		old_locus_tag=NCTC12278_00055
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	45385	45885	+	WP_026162014.1	WP_026162014.1		5-(carboxyamino)imidazole ribonucleotide mutase	purE		DQL21_RS00275	501	166	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	45872	46969	+					purK		DQL21_RS00280	1098		old_locus_tag=NCTC12278_00056
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	45872	46969	+	WP_018031142.1	WP_018031142.1		5-(carboxyamino)imidazole ribonucleotide synthase	purK		DQL21_RS00280	1098	365	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	46959	47567	+							DQL21_RS00285	609		old_locus_tag=NCTC12278_00057
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	46959	47567	+	WP_018031143.1	WP_018031143.1		hypothetical protein			DQL21_RS00285	609	202	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	48116	49600	+							DQL21_RS00290	1485		old_locus_tag=NCTC12278_00058
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	48116	49600	+	WP_018031144.1	WP_018031144.1		Abi family protein			DQL21_RS00290	1485	494	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	49611	50906	+					purB		DQL21_RS00295	1296		old_locus_tag=NCTC12278_00059
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	49611	50906	+	WP_018031145.1	WP_018031145.1		adenylosuccinate lyase	purB		DQL21_RS00295	1296	431	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	51114	51869	-							DQL21_RS00305	756		old_locus_tag=NCTC12278_00060
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	51114	51869	-	WP_018031146.1	WP_018031146.1		SDR family NAD(P)-dependent oxidoreductase			DQL21_RS00305	756	251	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	51946	52317	+							DQL21_RS00310	372		old_locus_tag=NCTC12278_00061
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	51946	52317	+	WP_018031147.1	WP_018031147.1		MerR family transcriptional regulator			DQL21_RS00310	372	123	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	52383	52835	-							DQL21_RS00315	453		old_locus_tag=NCTC12278_00062
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	52383	52835	-	WP_018031148.1	WP_018031148.1		DUF1801 domain-containing protein			DQL21_RS00315	453	150	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	52995	53762	+							DQL21_RS00320	768		old_locus_tag=NCTC12278_00063
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	52995	53762	+	WP_018031149.1	WP_018031149.1		nucleoside phosphorylase			DQL21_RS00320	768	255	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	54001	54522	+							DQL21_RS00325	522		old_locus_tag=NCTC12278_00064
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	54001	54522	+	WP_018031150.1	WP_018031150.1		HXXEE domain-containing protein			DQL21_RS00325	522	173	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	54713	55189	-							DQL21_RS00330	477		old_locus_tag=NCTC12278_00065
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	54713	55189	-	WP_018031151.1	WP_018031151.1		hypothetical protein			DQL21_RS00330	477	158	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	55207	57192	-							DQL21_RS09660	1986		old_locus_tag=NCTC12278_00066
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	55207	57192	-	WP_111703002.1	WP_111703002.1		hypothetical protein			DQL21_RS09660	1986	661	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	57364	58737	-							DQL21_RS00340	1374		old_locus_tag=NCTC12278_00067
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	57364	58737	-	WP_018031079.1	WP_018031079.1		NAD-dependent succinate-semialdehyde dehydrogenase			DQL21_RS00340	1374	457	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	58822	59649	-							DQL21_RS00345	828		old_locus_tag=NCTC12278_00068
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	58822	59649	-	WP_026162005.1	WP_026162005.1		Cof-type HAD-IIB family hydrolase			DQL21_RS00345	828	275	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	59663	60412	-							DQL21_RS00350	750		old_locus_tag=NCTC12278_00069
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	59663	60412	-	WP_018031077.1	WP_018031077.1		DeoR/GlpR family DNA-binding transcription regulator			DQL21_RS00350	750	249	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	60538	61059	-							DQL21_RS00355	522		old_locus_tag=NCTC12278_00070
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	60538	61059	-	WP_018031076.1	WP_018031076.1		TetR/AcrR family transcriptional regulator			DQL21_RS00355	522	173	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	61207	62067	+							DQL21_RS00360	861		old_locus_tag=NCTC12278_00071
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	61207	62067	+	WP_018031075.1	WP_018031075.1		cation diffusion facilitator family transporter			DQL21_RS00360	861	286	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	62226	62966	+							DQL21_RS00365	741		old_locus_tag=NCTC12278_00072
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	62226	62966	+	WP_018031074.1	WP_018031074.1		MerR family transcriptional regulator			DQL21_RS00365	741	246	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	63377	66169	+							DQL21_RS00370	2793		old_locus_tag=NCTC12278_00073
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	63377	66169	+	WP_018031073.1	WP_018031073.1		cation-transporting P-type ATPase			DQL21_RS00370	2793	930	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	66197	66850	+							DQL21_RS00375	654		old_locus_tag=NCTC12278_00074
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	66197	66850	+	WP_018031072.1	WP_018031072.1		TrkA family potassium uptake protein			DQL21_RS00375	654	217	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	66863	67522	+							DQL21_RS00380	660		old_locus_tag=NCTC12278_00075
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	66863	67522	+	WP_018031071.1	WP_018031071.1		NAD-binding protein			DQL21_RS00380	660	219	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	67532	68437	-							DQL21_RS00385	906		old_locus_tag=NCTC12278_00076
CDS	with_protein	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	67532	68437	-	WP_018031070.1	WP_018031070.1		LysR family transcriptional regulator			DQL21_RS00385	906	301	
gene	protein_coding	GCF_900475025.1	Primary Assembly	chromosome	1	NZ_LS483343.1	68553	69413	+							DQL21_RS00390	861		old_locus_tag=NCTC12278_00077
