# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	24420	25151	+	WP_067977152.1	WP_067977152.1		beta-ketoacyl-ACP reductase			AWM75_RS00135	732	243	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	25164	26405	+					fabF		AWM75_RS00140	1242		old_locus_tag=AWM75_00140
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	25164	26405	+	WP_067977153.1	WP_067977153.1		beta-ketoacyl-ACP synthase II	fabF		AWM75_RS00140	1242	413	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	26410	26898	+					accB		AWM75_RS00145	489		old_locus_tag=AWM75_00145
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	26410	26898	+	WP_067977154.1	WP_067977154.1		acetyl-CoA carboxylase biotin carboxyl carrier protein	accB		AWM75_RS00145	489	162	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	26909	27373	+					fabZ		AWM75_RS00150	465		old_locus_tag=AWM75_00150
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	26909	27373	+	WP_067977155.1	WP_067977155.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		AWM75_RS00150	465	154	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	27386	28753	+					accC		AWM75_RS00155	1368		old_locus_tag=AWM75_00155
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	27386	28753	+	WP_067977156.1	WP_067977156.1		acetyl-CoA carboxylase biotin carboxylase subunit	accC		AWM75_RS00155	1368	455	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	28776	29651	+					accD		AWM75_RS00160	876		old_locus_tag=AWM75_00160
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	28776	29651	+	WP_067977157.1	WP_067977157.1		acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD		AWM75_RS00160	876	291	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	29656	30474	+							AWM75_RS00165	819		old_locus_tag=AWM75_00165
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	29656	30474	+	WP_067977158.1	WP_067977158.1		acetyl-CoA carboxylase carboxyl transferase subunit alpha			AWM75_RS00165	819	272	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	30793	32661	+							AWM75_RS00170	1869		old_locus_tag=AWM75_00170
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	30793	32661	+	WP_067977159.1	WP_067977159.1		DUF262 domain-containing HNH endonuclease family protein			AWM75_RS00170	1869	622	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	32912	33433	-							AWM75_RS00175	522		old_locus_tag=AWM75_00175
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	32912	33433	-	WP_067977160.1	WP_067977160.1		hypothetical protein			AWM75_RS00175	522	173	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	33580	34593	+							AWM75_RS00180	1014		old_locus_tag=AWM75_00180
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	33580	34593	+	WP_067977161.1	WP_067977161.1		hypothetical protein			AWM75_RS00180	1014	337	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	34620	35543	+							AWM75_RS00185	924		old_locus_tag=AWM75_00185
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	34620	35543	+	WP_067977162.1	WP_067977162.1		hypothetical protein			AWM75_RS00185	924	307	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	35555	35971	+							AWM75_RS00190	417		old_locus_tag=AWM75_00190
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	35555	35971	+	WP_067977163.1	WP_067977163.1		ribonuclease HI family protein			AWM75_RS00190	417	138	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	36120	37145	+							AWM75_RS00195	1026		old_locus_tag=AWM75_00195
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	36120	37145	+	WP_067977164.1	WP_067977164.1		hypothetical protein			AWM75_RS00195	1026	341	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	37224	38375	-							AWM75_RS00200	1152		old_locus_tag=AWM75_00200
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	37224	38375	-	WP_067977165.1	WP_067977165.1		class I SAM-dependent RNA methyltransferase			AWM75_RS00200	1152	383	
gene	RNase_P_RNA	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	38457	38808	-					rnpB		AWM75_RS00205	352		old_locus_tag=AWM75_00205
ncRNA	RNase_P_RNA	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	38457	38808	-				RNase P RNA component class B	rnpB		AWM75_RS00205	352		
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	38855	39226	-					gpsB		AWM75_RS00210	372		old_locus_tag=AWM75_00210
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	38855	39226	-	WP_067977166.1	WP_067977166.1		cell division regulator GpsB	gpsB		AWM75_RS00210	372	123	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	39379	39876	+							AWM75_RS00215	498		old_locus_tag=AWM75_00215
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	39379	39876	+	WP_067977167.1	WP_067977167.1		hypothetical protein			AWM75_RS00215	498	165	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	39876	40829	+					prmA		AWM75_RS00220	954		old_locus_tag=AWM75_00220
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	39876	40829	+	WP_067977168.1	WP_067977168.1		50S ribosomal protein L11 methyltransferase	prmA		AWM75_RS00220	954	317	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	40811	41560	+							AWM75_RS00225	750		old_locus_tag=AWM75_00225
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	40811	41560	+	WP_067977169.1	WP_067977169.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			AWM75_RS00225	750	249	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	41626	43854	+							AWM75_RS00230	2229		old_locus_tag=AWM75_00230
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	41626	43854	+	WP_067977170.1	WP_067977170.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			AWM75_RS00230	2229	742	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	43869	44315	+					dtd		AWM75_RS00235	447		old_locus_tag=AWM75_00235
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	43869	44315	+	WP_067977171.1	WP_067977171.1		D-aminoacyl-tRNA deacylase	dtd		AWM75_RS00235	447	148	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	44374	46842	-							AWM75_RS00240	2469		old_locus_tag=AWM75_00240
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	44374	46842	-	WP_067977172.1	WP_067977172.1		cell wall-binding repeat-containing protein			AWM75_RS00240	2469	822	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	46995	48368	-							AWM75_RS00245	1374		old_locus_tag=AWM75_00245
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	46995	48368	-	WP_067977173.1	WP_067977173.1		N-acetylmuramoyl-L-alanine amidase			AWM75_RS00245	1374	457	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	48747	50045	+					hisS		AWM75_RS00250	1299		old_locus_tag=AWM75_00250
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	48747	50045	+	WP_082701997.1	WP_082701997.1		histidine--tRNA ligase	hisS		AWM75_RS00250	1299	432	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	50042	51814	+					aspS		AWM75_RS00255	1773		old_locus_tag=AWM75_00255
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	50042	51814	+	WP_067977174.1	WP_067977174.1		aspartate--tRNA ligase	aspS		AWM75_RS00255	1773	590	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	51826	52869	+					sppA		AWM75_RS00260	1044		old_locus_tag=AWM75_00260
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	51826	52869	+	WP_067977175.1	WP_067977175.1		signal peptide peptidase SppA	sppA		AWM75_RS00260	1044	347	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	52871	53509	+							AWM75_RS00265	639		old_locus_tag=AWM75_00265
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	52871	53509	+	WP_067977176.1	WP_067977176.1		RDD family protein			AWM75_RS00265	639	212	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	53617	54453	-							AWM75_RS00270	837		old_locus_tag=AWM75_00270
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	53617	54453	-	WP_067977177.1	WP_067977177.1		kinase/pyrophosphorylase			AWM75_RS00270	837	278	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	54555	54989	+							AWM75_RS00275	435		old_locus_tag=AWM75_00275
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	54555	54989	+	WP_067977178.1	WP_067977178.1		transcriptional repressor			AWM75_RS00275	435	144	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	55100	55273	+					rpsU		AWM75_RS00280	174		old_locus_tag=AWM75_00280
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	55100	55273	+	WP_067977179.1	WP_067977179.1		30S ribosomal protein S21	rpsU		AWM75_RS00280	174	57	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	55508	56479	+							AWM75_RS00285	972		old_locus_tag=AWM75_00285
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	55508	56479	+	WP_067977180.1	WP_067977180.1		PhoH family protein			AWM75_RS00285	972	323	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	56490	56969	+					ybeY		AWM75_RS00290	480		old_locus_tag=AWM75_00290
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	56490	56969	+	WP_067977181.1	WP_067977181.1		rRNA maturation RNase YbeY	ybeY		AWM75_RS00290	480	159	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	56941	57363	+							AWM75_RS00295	423		old_locus_tag=AWM75_00295
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	56941	57363	+	WP_074572448.1	WP_074572448.1		diacylglycerol kinase family protein			AWM75_RS00295	423	140	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	57374	58294	+					era		AWM75_RS00300	921		old_locus_tag=AWM75_00300
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	57374	58294	+	WP_067977182.1	WP_067977182.1		GTPase Era	era		AWM75_RS00300	921	306	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	58493	59275	+					recO		AWM75_RS00305	783		old_locus_tag=AWM75_00305
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	58493	59275	+	WP_067977183.1	WP_067977183.1		DNA repair protein RecO	recO		AWM75_RS00305	783	260	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	59540	60457	+					glyQ		AWM75_RS00310	918		old_locus_tag=AWM75_00310
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	59540	60457	+	WP_067977184.1	WP_067977184.1		glycine--tRNA ligase subunit alpha	glyQ		AWM75_RS00310	918	305	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	60457	62544	+					glyS		AWM75_RS00315	2088		old_locus_tag=AWM75_00315
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	60457	62544	+	WP_067977185.1	WP_067977185.1		glycine--tRNA ligase subunit beta	glyS		AWM75_RS00315	2088	695	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	62577	63914	+					obgE		AWM75_RS00320	1338		old_locus_tag=AWM75_00320
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	62577	63914	+	WP_067977186.1	WP_067977186.1		GTPase ObgE	obgE		AWM75_RS00320	1338	445	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	63981	64913	+					rnz		AWM75_RS00325	933		old_locus_tag=AWM75_00325
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	63981	64913	+	WP_067977187.1	WP_067977187.1		ribonuclease Z	rnz		AWM75_RS00325	933	310	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	64913	65698	+							AWM75_RS00330	786		old_locus_tag=AWM75_00330
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	64913	65698	+	WP_067977188.1	WP_067977188.1		SDR family NAD(P)-dependent oxidoreductase			AWM75_RS00330	786	261	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	65707	68055	+					recJ		AWM75_RS00335	2349		old_locus_tag=AWM75_00335
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	65707	68055	+	WP_067977189.1	WP_067977189.1		single-stranded-DNA-specific exonuclease RecJ	recJ		AWM75_RS00335	2349	782	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	68045	68557	+							AWM75_RS00340	513		old_locus_tag=AWM75_00340
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	68045	68557	+	WP_067977190.1	WP_067977190.1		adenine phosphoribosyltransferase			AWM75_RS00340	513	170	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	68641	69252	-					lexA		AWM75_RS00345	612		old_locus_tag=AWM75_00345
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	68641	69252	-	WP_067977191.1	WP_067977191.1		transcriptional repressor LexA	lexA		AWM75_RS00345	612	203	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	69345	71006	-							AWM75_RS00350	1662		old_locus_tag=AWM75_00350
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	69345	71006	-	WP_067977192.1	WP_067977192.1		fibronectin-binding domain-containing protein			AWM75_RS00350	1662	553	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	71497	72537	+							AWM75_RS00355	1041		old_locus_tag=AWM75_00355
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	71497	72537	+	WP_067977193.1	WP_067977193.1		ABC transporter substrate-binding protein			AWM75_RS00355	1041	346	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	72545	73441	+							AWM75_RS00360	897		old_locus_tag=AWM75_00360
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	72545	73441	+	WP_067977194.1	WP_067977194.1		branched-chain amino acid ABC transporter permease			AWM75_RS00360	897	298	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	73441	74217	+							AWM75_RS00365	777		old_locus_tag=AWM75_00365
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	73441	74217	+	WP_067977195.1	WP_067977195.1		ATP-binding cassette domain-containing protein			AWM75_RS00365	777	258	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	74256	74483	-					nrdH		AWM75_RS00370	228		old_locus_tag=AWM75_00370
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	74256	74483	-	WP_067977196.1	WP_067977196.1		glutaredoxin-like protein NrdH	nrdH		AWM75_RS00370	228	75	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	74746	75273	+							AWM75_RS00375	528		old_locus_tag=AWM75_00375
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	74746	75273	+	WP_067977197.1	WP_067977197.1		DUF308 domain-containing protein			AWM75_RS00375	528	175	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	75499	76368	+							AWM75_RS00380	870		old_locus_tag=AWM75_00380
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	75499	76368	+	WP_067977198.1	WP_067977198.1		NAD(P)H-hydrate dehydratase			AWM75_RS00380	870	289	
gene	protein_coding	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	76525	77277	+							AWM75_RS00385	753		old_locus_tag=AWM75_00385
CDS	with_protein	GCF_001543245.1	Primary Assembly	chromosome		NZ_CP014163.1	76525	77277	+	WP_067977199.1	WP_067977199.1		DeoR/GlpR family DNA-binding transcription regulator			AWM75_RS00385	753	250	
