# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
rRNA		GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	22943	25845	-				23S ribosomal RNA			AWM76_RS00115	2903		
gene	tRNA	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26030	26102	-							AWM76_RS00120	73		old_locus_tag=AWM76_00120
tRNA		GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26030	26102	-				tRNA-Ala			AWM76_RS00120	73		anticodon=TGC
gene	tRNA	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26149	26222	-							AWM76_RS00125	74		old_locus_tag=AWM76_00125
tRNA		GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26149	26222	-				tRNA-Ile			AWM76_RS00125	74		anticodon=GAT
gene	rRNA	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26317	27866	-							AWM76_RS00130	1550		old_locus_tag=AWM76_00130
rRNA		GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	26317	27866	-				16S ribosomal RNA			AWM76_RS00130	1550		
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	28331	28858	-					msrA		AWM76_RS00135	528		old_locus_tag=AWM76_00135
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	28331	28858	-	WP_003142973.1	WP_003142973.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		AWM76_RS00135	528	175	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	28914	30221	-					serS		AWM76_RS00140	1308		old_locus_tag=AWM76_00140
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	28914	30221	-	WP_003142972.1	WP_003142972.1		serine--tRNA ligase	serS		AWM76_RS00140	1308	435	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	30942	32351	-							AWM76_RS00145	1410		old_locus_tag=AWM76_00145
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	30942	32351	-	WP_003142970.1	WP_003142970.1		serine hydrolase			AWM76_RS00145	1410	469	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	32352	33503	-							AWM76_RS00150	1152		old_locus_tag=AWM76_00150
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	32352	33503	-	WP_003142969.1	WP_003142969.1		HAMP domain-containing histidine kinase			AWM76_RS00150	1152	383	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	33668	34351	-							AWM76_RS00155	684		old_locus_tag=AWM76_00155
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	33668	34351	-	WP_003142967.1	WP_003142967.1		response regulator transcription factor			AWM76_RS00155	684	227	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	34565	36049	-					guaB		AWM76_RS00160	1485		old_locus_tag=AWM76_00160
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	34565	36049	-	WP_102950039.1	WP_102950039.1		IMP dehydrogenase	guaB		AWM76_RS00160	1485	494	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	36455	36967	-							AWM76_RS00165	513		old_locus_tag=AWM76_00165
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	36455	36967	-	WP_003142962.1	WP_003142962.1		thioredoxin domain-containing protein			AWM76_RS00165	513	170	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	36994	38079	-							AWM76_RS00170	1086		old_locus_tag=AWM76_00170
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	36994	38079	-	WP_003142960.1	WP_003142960.1		thioredoxin domain-containing protein			AWM76_RS00170	1086	361	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	38201	38947	-							AWM76_RS00175	747		old_locus_tag=AWM76_00175
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	38201	38947	-	WP_003142958.1	WP_003142958.1		DUF1129 family protein			AWM76_RS00175	747	248	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	38980	40074	-					ychF		AWM76_RS00180	1095		old_locus_tag=AWM76_00180
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	38980	40074	-	WP_003142957.1	WP_003142957.1		redox-regulated ATPase YchF	ychF		AWM76_RS00180	1095	364	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	40194	40394	-							AWM76_RS00185	201		old_locus_tag=AWM76_00185
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	40194	40394	-	WP_026465520.1	WP_026465520.1		DUF951 domain-containing protein			AWM76_RS00185	201	66	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	40406	41389	-							AWM76_RS00190	984		old_locus_tag=AWM76_00190
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	40406	41389	-	WP_003142952.1	WP_003142952.1		ParB/RepB/Spo0J family partition protein			AWM76_RS00190	984	327	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	41370	42146	-							AWM76_RS00195	777		old_locus_tag=AWM76_00195
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	41370	42146	-	WP_003142950.1	WP_003142950.1		AAA family ATPase			AWM76_RS00195	777	258	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	42366	43082	-					rsmG		AWM76_RS00200	717		old_locus_tag=AWM76_00200
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	42366	43082	-	WP_003142948.1	WP_003142948.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		AWM76_RS00200	717	238	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	43408	45306	-					mnmG		AWM76_RS00205	1899		old_locus_tag=AWM76_00205
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	43408	45306	-	WP_039935857.1	WP_039935857.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		AWM76_RS00205	1899	632	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	45331	46728	-					mnmE		AWM76_RS00210	1398		old_locus_tag=AWM76_00210
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	45331	46728	-	WP_167541426.1	WP_167541426.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		AWM76_RS00210	1398	465	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	46977	48149	-							AWM76_RS00215	1173		old_locus_tag=AWM76_00215
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	46977	48149	-	WP_003142938.1	WP_003142938.1		GerMN domain-containing protein			AWM76_RS00215	1173	390	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	48333	49565	-							AWM76_RS00220	1233		old_locus_tag=AWM76_00220
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	48333	49565	-	WP_050774116.1	WP_050774116.1		mechanosensitive ion channel			AWM76_RS00220	1233	410	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	49930	50112	+							AWM76_RS10270	183		
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	49930	50112	+	WP_235585532.1	WP_235585532.1		hypothetical protein			AWM76_RS10270	183	60	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	50498	51526	+							AWM76_RS10870	1029		
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	50498	51526	+	WP_003142932.1	WP_003142932.1		amidohydrolase family protein			AWM76_RS10870	1029	342	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	51686	52192	+							AWM76_RS10875	507		
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	51686	52192	+	WP_201024710.1	WP_201024710.1		hypothetical protein			AWM76_RS10875	507	168	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	52289	53326	-							AWM76_RS00230	1038		old_locus_tag=AWM76_00230
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	52289	53326	-	WP_003142928.1	WP_003142928.1		protein jag			AWM76_RS00230	1038	345	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	53342	54154	-					yidC		AWM76_RS00235	813		old_locus_tag=AWM76_00235
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	53342	54154	-	WP_016897192.1	WP_016897192.1		membrane protein insertase YidC	yidC		AWM76_RS00235	813	270	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	54202	54579	-					rnpA		AWM76_RS00240	378		old_locus_tag=AWM76_00240
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	54202	54579	-	WP_003142923.1	WP_003142923.1		ribonuclease P protein component	rnpA		AWM76_RS00240	378	125	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	54626	54760	-					rpmH		AWM76_RS00245	135		old_locus_tag=AWM76_00245
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	54626	54760	-	WP_003142921.1	WP_003142921.1		50S ribosomal protein L34	rpmH		AWM76_RS00245	135	44	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	55486	56820	+					dnaA		AWM76_RS00250	1335		old_locus_tag=AWM76_00250
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	55486	56820	+	WP_003142919.1	WP_003142919.1		chromosomal replication initiator protein DnaA	dnaA		AWM76_RS00250	1335	444	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	57056	58207	+					dnaN		AWM76_RS00255	1152		old_locus_tag=AWM76_00255
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	57056	58207	+	WP_003142917.1	WP_003142917.1		DNA polymerase III subunit beta	dnaN		AWM76_RS00255	1152	383	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	58593	58841	+					yaaA		AWM76_RS00260	249		old_locus_tag=AWM76_00260
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	58593	58841	+	WP_026465537.1	WP_026465537.1		S4 domain-containing protein YaaA	yaaA		AWM76_RS00260	249	82	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	58828	59943	+					recF		AWM76_RS00265	1116		old_locus_tag=AWM76_00265
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	58828	59943	+	WP_003142914.1	WP_003142914.1		DNA replication/repair protein RecF	recF		AWM76_RS00265	1116	371	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	60125	62047	+					gyrB		AWM76_RS00270	1923		old_locus_tag=AWM76_00270
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	60125	62047	+	WP_039935877.1	WP_039935877.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		AWM76_RS00270	1923	640	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	62066	64645	+					gyrA		AWM76_RS00275	2580		old_locus_tag=AWM76_00275
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	62066	64645	+	WP_003142912.1	WP_003142912.1		DNA gyrase subunit A	gyrA		AWM76_RS00275	2580	859	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	64914	65216	+					rpsF		AWM76_RS00280	303		old_locus_tag=AWM76_00280
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	64914	65216	+	WP_003142910.1	WP_003142910.1		30S ribosomal protein S6	rpsF		AWM76_RS00280	303	100	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	65253	65804	+					ssb		AWM76_RS00285	552		old_locus_tag=AWM76_00285
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	65253	65804	+	WP_003142907.1	WP_003142907.1		single-stranded DNA-binding protein	ssb		AWM76_RS00285	552	183	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	65831	66067	+					rpsR		AWM76_RS00290	237		old_locus_tag=AWM76_00290
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	65831	66067	+	WP_003142905.1	WP_003142905.1		30S ribosomal protein S18	rpsR		AWM76_RS00290	237	78	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	66129	66509	-							AWM76_RS00295	381		old_locus_tag=AWM76_00295
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	66129	66509	-	WP_003142903.1	WP_003142903.1		VOC family protein			AWM76_RS00295	381	126	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	66667	67734	-							AWM76_RS00300	1068		old_locus_tag=AWM76_00300
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	66667	67734	-	WP_003142900.1	WP_003142900.1		iron-containing alcohol dehydrogenase family protein			AWM76_RS00300	1068	355	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	67812	68846	-							AWM76_RS00305	1035		old_locus_tag=AWM76_00305
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	67812	68846	-	WP_003142898.1	WP_003142898.1		branched-chain amino acid aminotransferase			AWM76_RS00305	1035	344	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	69249	70067	-							AWM76_RS00310	819		old_locus_tag=AWM76_00310
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	69249	70067	-	WP_235585533.1	WP_235585533.1		ABC transporter substrate-binding protein			AWM76_RS00310	819	272	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	72928	74955	+							AWM76_RS00315	2028		old_locus_tag=AWM76_00315
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	72928	74955	+	WP_039935839.1	WP_039935839.1		DHH family phosphoesterase			AWM76_RS00315	2028	675	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	74958	75410	+					rplI		AWM76_RS00320	453		old_locus_tag=AWM76_00320
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	74958	75410	+	WP_003142892.1	WP_003142892.1		50S ribosomal protein L9	rplI		AWM76_RS00320	453	150	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	75529	76920	+					dnaB		AWM76_RS00325	1392		old_locus_tag=AWM76_00325
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	75529	76920	+	WP_003142890.1	WP_003142890.1		replicative DNA helicase	dnaB		AWM76_RS00325	1392	463	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	76939	78231	+							AWM76_RS00330	1293		old_locus_tag=AWM76_00330
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	76939	78231	+	WP_003142888.1	WP_003142888.1		adenylosuccinate synthase			AWM76_RS00330	1293	430	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	78497	78679	+							AWM76_RS00335	183		old_locus_tag=AWM76_00335
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	78497	78679	+	WP_003142887.1	WP_003142887.1		cation transporter			AWM76_RS00335	183	60	
gene	pseudogene	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	78701	80967	+							AWM76_RS00340	2267		pseudo;old_locus_tag=AWM76_00340
CDS	without_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	78701	80967	+				heavy metal translocating P-type ATPase			AWM76_RS00340	2267		pseudo
gene	tRNA	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	81118	81190	+							AWM76_RS00345	73		old_locus_tag=AWM76_00345
tRNA		GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	81118	81190	+				tRNA-Lys			AWM76_RS00345	73		anticodon=CTT
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	82309	82797	-							AWM76_RS00350	489		old_locus_tag=AWM76_00350
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	82309	82797	-	WP_003142881.1	WP_003142881.1		hypothetical protein			AWM76_RS00350	489	162	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	82770	83198	-							AWM76_RS00355	429		old_locus_tag=AWM76_00355
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	82770	83198	-	WP_003142880.1	WP_003142880.1		ArpU family phage encoded transcriptional regulator			AWM76_RS00355	429	142	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	83314	83607	-							AWM76_RS00360	294		old_locus_tag=AWM76_00360
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	83314	83607	-	WP_003142879.1	WP_003142879.1		hypothetical protein			AWM76_RS00360	294	97	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	83697	84119	-							AWM76_RS00365	423		old_locus_tag=AWM76_00365
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	83697	84119	-	WP_003142878.1	WP_003142878.1		hypothetical protein			AWM76_RS00365	423	140	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	84131	84292	-							AWM76_RS10785	162		
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	84131	84292	-	WP_003142877.1	WP_003142877.1		hypothetical protein			AWM76_RS10785	162	53	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	84643	85965	-							AWM76_RS00370	1323		old_locus_tag=AWM76_00370
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	84643	85965	-	WP_003142875.1	WP_003142875.1		virulence-associated E family protein			AWM76_RS00370	1323	440	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	85967	86842	-							AWM76_RS00375	876		old_locus_tag=AWM76_00375
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	85967	86842	-	WP_003142873.1	WP_003142873.1		primase C-terminal domain-containing protein			AWM76_RS00375	876	291	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	86854	87030	-							AWM76_RS10790	177		
CDS	with_protein	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	86854	87030	-	WP_003142871.1	WP_003142871.1		hypothetical protein			AWM76_RS10790	177	58	
gene	protein_coding	GCF_001543285.1	Primary Assembly	chromosome		NZ_CP014164.1	87032	87289	-							AWM76_RS00380	258		old_locus_tag=AWM76_00380
