# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	7078	7797	+	WP_060777502.1	WP_060777502.1		CPBP family intramembrane metalloprotease		35767855	AWM73_RS00050	720	239	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	7959	8795	+						35766895	AWM73_RS00055	837		old_locus_tag=AWM73_00055
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	7959	8795	+	WP_060777503.1	WP_060777503.1		DUF2185 domain-containing protein		35766895	AWM73_RS00055	837	278	
gene	rRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	9216	10763	+						35766829	AWM73_RS00060	1548		old_locus_tag=AWM73_00060
rRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	9216	10763	+				16S ribosomal RNA		35766829	AWM73_RS00060	1548		
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	10846	10919	+						35767085	AWM73_RS00065	74		old_locus_tag=AWM73_00065
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	10846	10919	+				tRNA-Ile		35767085	AWM73_RS00065	74		anticodon=GAT
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	10954	11026	+						35767446	AWM73_RS00070	73		old_locus_tag=AWM73_00070
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	10954	11026	+				tRNA-Ala		35767446	AWM73_RS00070	73		anticodon=TGC
gene	rRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	11194	14097	+						35767746	AWM73_RS00075	2904		old_locus_tag=AWM73_00075
rRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	11194	14097	+				23S ribosomal RNA		35767746	AWM73_RS00075	2904		
gene	rRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14175	14290	+					rrf	35767724	AWM73_RS00080	116		old_locus_tag=AWM73_00080
rRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14175	14290	+				5S ribosomal RNA	rrf	35767724	AWM73_RS00080	116		
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14304	14377	+						35767689	AWM73_RS00085	74		old_locus_tag=AWM73_00085
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14304	14377	+				tRNA-Asn		35767689	AWM73_RS00085	74		anticodon=GTT
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14399	14471	+						35766922	AWM73_RS00090	73		old_locus_tag=AWM73_00090
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14399	14471	+				tRNA-Thr		35766922	AWM73_RS00090	73		anticodon=GGT
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14669	15763	+						35768137	AWM73_RS00095	1095		old_locus_tag=AWM73_00095
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	14669	15763	+	WP_060777504.1	WP_060777504.1		aminotransferase class V-fold PLP-dependent enzyme		35768137	AWM73_RS00095	1095	364	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	15791	16696	+						35767437	AWM73_RS00100	906		old_locus_tag=AWM73_00100
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	15791	16696	+	WP_060777505.1	WP_060777505.1		LysR family transcriptional regulator		35767437	AWM73_RS00100	906	301	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	16796	17098	+						35766894	AWM73_RS00105	303		old_locus_tag=AWM73_00105
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	16796	17098	+	WP_060777506.1	WP_060777506.1		N-acetyltransferase		35766894	AWM73_RS00105	303	100	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	17200	17781	+						35767451	AWM73_RS00110	582		old_locus_tag=AWM73_00110
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	17200	17781	+	WP_060777507.1	WP_060777507.1		DJ-1/PfpI family protein		35767451	AWM73_RS00110	582	193	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	17781	18071	+					yidD	35767448	AWM73_RS00115	291		old_locus_tag=AWM73_00115
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	17781	18071	+	WP_060777508.1	WP_060777508.1		membrane protein insertion efficiency factor YidD	yidD	35767448	AWM73_RS00115	291	96	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	18178	19545	-					glmM	35766811	AWM73_RS00120	1368		old_locus_tag=AWM73_00120
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	18178	19545	-	WP_060777509.1	WP_060777509.1		phosphoglucosamine mutase	glmM	35766811	AWM73_RS00120	1368	455	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	19617	20711	-						35768413	AWM73_RS00125	1095		old_locus_tag=AWM73_00125
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	19617	20711	-	WP_060777510.1	WP_060777510.1		CdaR family protein		35768413	AWM73_RS00125	1095	364	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	20704	21555	-					cdaA	35768393	AWM73_RS00130	852		old_locus_tag=AWM73_00130
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	20704	21555	-	WP_060777511.1	WP_060777511.1		diadenylate cyclase CdaA	cdaA	35768393	AWM73_RS00130	852	283	
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	21789	21869	+						35766844	AWM73_RS00135	81		old_locus_tag=AWM73_00135
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	21789	21869	+				tRNA-Tyr		35766844	AWM73_RS00135	81		anticodon=GTA
gene	tRNA	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	21883	21954	+						35766901	AWM73_RS00140	72		old_locus_tag=AWM73_00140
tRNA		GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	21883	21954	+				tRNA-Gln		35766901	AWM73_RS00140	72		anticodon=TTG
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	22083	22664	-						35768096	AWM73_RS00145	582		old_locus_tag=AWM73_00145
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	22083	22664	-	WP_060777512.1	WP_060777512.1		hypothetical protein		35768096	AWM73_RS00145	582	193	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	22951	23826	+					nadC	35767046	AWM73_RS00150	876		old_locus_tag=AWM73_00150
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	22951	23826	+	WP_060777513.1	WP_060777513.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC	35767046	AWM73_RS00150	876	291	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	24142	24840	+						35767800	AWM73_RS00155	699		old_locus_tag=AWM73_00155
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	24142	24840	+	WP_060777514.1	WP_060777514.1		LysM peptidoglycan-binding domain-containing protein		35767800	AWM73_RS00155	699	232	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	25488	26327	+						35768544	AWM73_RS00160	840		old_locus_tag=AWM73_00160
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	25488	26327	+	WP_060777515.1	WP_060777515.1		hydroxyethylthiazole kinase		35768544	AWM73_RS00160	840	279	
gene	pseudogene	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	26314	26865	+					thiE	70079345	AWM73_RS09095	552		partial;pseudo
CDS	without_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	26314	26865	+				thiamine phosphate synthase	thiE	70079345	AWM73_RS09095	552		partial;pseudo
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	26926	27762	+					thiD	70079346	AWM73_RS09100	837		
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	26926	27762	+	WP_230080917.1	WP_230080917.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD	70079346	AWM73_RS09100	837	278	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	28161	30806	+					adhE	35767799	AWM73_RS00170	2646		old_locus_tag=AWM73_00170
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	28161	30806	+	WP_060777517.1	WP_060777517.1		bifunctional acetaldehyde-CoA/alcohol dehydrogenase	adhE	35767799	AWM73_RS00170	2646	881	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	30880	31653	-					pgeF	35767199	AWM73_RS00175	774		old_locus_tag=AWM73_00175
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	30880	31653	-	WP_060777518.1	WP_060777518.1		peptidoglycan editing factor PgeF	pgeF	35767199	AWM73_RS00175	774	257	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	31830	34757	+						35767436	AWM73_RS00180	2928		old_locus_tag=AWM73_00180
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	31830	34757	+	WP_060777519.1	WP_060777519.1		insulinase family protein		35767436	AWM73_RS00180	2928	975	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	34984	35169	-						35767683	AWM73_RS00185	186		old_locus_tag=AWM73_00185
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	34984	35169	-	WP_060777520.1	WP_060777520.1		hypothetical protein		35767683	AWM73_RS00185	186	61	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	35338	35847	+						35767990	AWM73_RS00190	510		old_locus_tag=AWM73_00190
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	35338	35847	+	WP_060779033.1	WP_060779033.1		dUTP diphosphatase		35767990	AWM73_RS00190	510	169	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	35877	37265	+					radA	35767031	AWM73_RS00195	1389		old_locus_tag=AWM73_00195
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	35877	37265	+	WP_060777521.1	WP_060777521.1		DNA repair protein RadA	radA	35767031	AWM73_RS00195	1389	462	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	37352	38524	+						35767212	AWM73_RS00200	1173		old_locus_tag=AWM73_00200
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	37352	38524	+	WP_060777522.1	WP_060777522.1		PIN/TRAM domain-containing protein		35767212	AWM73_RS00200	1173	390	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	38635	39450	-						35767032	AWM73_RS00205	816		old_locus_tag=AWM73_00205
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	38635	39450	-	WP_060777523.1	WP_060777523.1		Cof-type HAD-IIB family hydrolase		35767032	AWM73_RS00205	816	271	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	39618	40319	+						35767949	AWM73_RS00210	702		old_locus_tag=AWM73_00210
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	39618	40319	+	WP_060777524.1	WP_060777524.1		ABC transporter ATP-binding protein		35767949	AWM73_RS00210	702	233	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	40322	43144	+						35767435	AWM73_RS00215	2823		old_locus_tag=AWM73_00215
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	40322	43144	+	WP_060777525.1	WP_060777525.1		FtsX-like permease family protein		35767435	AWM73_RS00215	2823	940	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	43498	44661	+						35766880	AWM73_RS00220	1164		old_locus_tag=AWM73_00220
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	43498	44661	+	WP_060777526.1	WP_060777526.1		ABC transporter substrate-binding protein		35766880	AWM73_RS00220	1164	387	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	45510	46685	+						35768093	AWM73_RS00225	1176		old_locus_tag=AWM73_00225
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	45510	46685	+	WP_060777527.1	WP_060777527.1		ABC transporter substrate-binding protein		35768093	AWM73_RS00225	1176	391	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	46908	48086	+						35768094	AWM73_RS00230	1179		old_locus_tag=AWM73_00230
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	46908	48086	+	WP_060777528.1	WP_060777528.1		ABC transporter substrate-binding protein		35768094	AWM73_RS00230	1179	392	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	48235	49113	+						35767669	AWM73_RS00235	879		old_locus_tag=AWM73_00235
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	48235	49113	+	WP_076340191.1	WP_076340191.1		branched-chain amino acid ABC transporter permease		35767669	AWM73_RS00235	879	292	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	49123	50130	+						35767159	AWM73_RS00240	1008		old_locus_tag=AWM73_00240
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	49123	50130	+	WP_060777529.1	WP_060777529.1		branched-chain amino acid ABC transporter permease		35767159	AWM73_RS00240	1008	335	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	50132	50905	+						35768095	AWM73_RS00245	774		old_locus_tag=AWM73_00245
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	50132	50905	+	WP_060777530.1	WP_060777530.1		ABC transporter ATP-binding protein		35768095	AWM73_RS00245	774	257	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	50909	51616	+						35768203	AWM73_RS00250	708		old_locus_tag=AWM73_00250
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	50909	51616	+	WP_060777531.1	WP_060777531.1		ABC transporter ATP-binding protein		35768203	AWM73_RS00250	708	235	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	52076	54715	+					ppdK	35767695	AWM73_RS00255	2640		old_locus_tag=AWM73_00255
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	52076	54715	+	WP_060777532.1	WP_060777532.1		pyruvate, phosphate dikinase	ppdK	35767695	AWM73_RS00255	2640	879	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	54763	55392	+						35767684	AWM73_RS00260	630		old_locus_tag=AWM73_00260
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	54763	55392	+	WP_060777533.1	WP_060777533.1		helix-turn-helix transcriptional regulator		35767684	AWM73_RS00260	630	209	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	55389	56207	+						35767136	AWM73_RS00265	819		old_locus_tag=AWM73_00265
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	55389	56207	+	WP_060777534.1	WP_060777534.1		kinase/pyrophosphorylase		35767136	AWM73_RS00265	819	272	
gene	pseudogene	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	56969	57361	+						70079347	AWM73_RS09105	393		partial;pseudo
CDS	without_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	56969	57361	+				glucosaminidase domain-containing protein		70079347	AWM73_RS09105	393		partial;pseudo
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	57442	58098	+						35767158	AWM73_RS00275	657		old_locus_tag=AWM73_00275
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	57442	58098	+	WP_060777536.1	WP_060777536.1		GntR family transcriptional regulator		35767158	AWM73_RS00275	657	218	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	58257	60713	+						35767072	AWM73_RS00280	2457		old_locus_tag=AWM73_00280
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	58257	60713	+	WP_060777537.1	WP_060777537.1		UvrD-helicase domain-containing protein		35767072	AWM73_RS00280	2457	818	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	60776	62758	+					ligA	35767137	AWM73_RS00285	1983		old_locus_tag=AWM73_00285
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	60776	62758	+	WP_060779035.1	WP_060779035.1		NAD-dependent DNA ligase LigA	ligA	35767137	AWM73_RS00285	1983	660	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	62822	63958	+						35767604	AWM73_RS00290	1137		old_locus_tag=AWM73_00290
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	62822	63958	+	WP_060777538.1	WP_060777538.1		CamS family sex pheromone protein		35767604	AWM73_RS00290	1137	378	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	64100	64399	+					gatC	35768204	AWM73_RS00295	300		old_locus_tag=AWM73_00295
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	64100	64399	+	WP_060777539.1	WP_060777539.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC	35768204	AWM73_RS00295	300	99	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	64405	65856	+					gatA	35768388	AWM73_RS00300	1452		old_locus_tag=AWM73_00300
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	64405	65856	+	WP_060777540.1	WP_060777540.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA	35768388	AWM73_RS00300	1452	483	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	65872	67302	+					gatB	35767745	AWM73_RS00305	1431		old_locus_tag=AWM73_00305
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	65872	67302	+	WP_060777541.1	WP_060777541.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB	35767745	AWM73_RS00305	1431	476	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	67638	75539	+						35767447	AWM73_RS00310	7902		old_locus_tag=AWM73_00310
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	67638	75539	+	WP_060777542.1	WP_060777542.1		G5 domain-containing protein		35767447	AWM73_RS00310	7902	2633	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	75813	80780	+						35766853	AWM73_RS00315	4968		old_locus_tag=AWM73_00315
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	75813	80780	+	WP_060777543.1	WP_060777543.1		MucBP domain-containing protein		35766853	AWM73_RS00315	4968	1655	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	81139	82182	+						35766926	AWM73_RS00320	1044		old_locus_tag=AWM73_00320
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	81139	82182	+	WP_060777544.1	WP_060777544.1		PhnD/SsuA/transferrin family substrate-binding protein		35766926	AWM73_RS00320	1044	347	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	82359	83096	+					phnC	35767445	AWM73_RS00325	738		old_locus_tag=AWM73_00325
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	82359	83096	+	WP_060777545.1	WP_060777545.1		phosphonate ABC transporter ATP-binding protein	phnC	35767445	AWM73_RS00325	738	245	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	83107	83910	+					phnE	35767864	AWM73_RS00330	804		old_locus_tag=AWM73_00330
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	83107	83910	+	WP_174519265.1	WP_174519265.1		phosphonate ABC transporter, permease protein PhnE	phnE	35767864	AWM73_RS00330	804	267	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	83922	84737	+					phnE	35767508	AWM73_RS00335	816		old_locus_tag=AWM73_00335
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	83922	84737	+	WP_060777547.1	WP_060777547.1		phosphonate ABC transporter, permease protein PhnE	phnE	35767508	AWM73_RS00335	816	271	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	84749	86329	+						35767444	AWM73_RS00340	1581		old_locus_tag=AWM73_00340
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	84749	86329	+	WP_060777548.1	WP_060777548.1		bifunctional metallophosphatase/5'-nucleotidase		35767444	AWM73_RS00340	1581	526	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	86353	87339	+						35766883	AWM73_RS00345	987		old_locus_tag=AWM73_00345
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	86353	87339	+	WP_060777549.1	WP_060777549.1		LacI family transcriptional regulator		35766883	AWM73_RS00345	987	328	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	87406	87891	+						35768186	AWM73_RS00350	486		old_locus_tag=AWM73_00350
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	87406	87891	+	WP_060777550.1	WP_060777550.1		S-ribosylhomocysteine lyase		35768186	AWM73_RS00350	486	161	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	87958	88794	-						35766885	AWM73_RS00355	837		old_locus_tag=AWM73_00355
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	87958	88794	-	WP_060777551.1	WP_060777551.1		aldo/keto reductase		35766885	AWM73_RS00355	837	278	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	88897	89649	-						35766861	AWM73_RS00360	753		old_locus_tag=AWM73_00360
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	88897	89649	-	WP_060777552.1	WP_060777552.1		alpha/beta fold hydrolase		35766861	AWM73_RS00360	753	250	
gene	protein_coding	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	89830	91209	+					rlmD	35766921	AWM73_RS00365	1380		old_locus_tag=AWM73_00365
CDS	with_protein	GCF_001543175.1	Primary Assembly	chromosome		NZ_CP014161.1	89830	91209	+	WP_060777553.1	WP_060777553.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD	35766921	AWM73_RS00365	1380	459	
